t,phi1,phi2,phi1dot,phi2dot,deltaE
63.9,-1.03861,1.33876,0.819206,0.387283,-0.00242932
63.95,-1.02037,1.38302,0.969798,0.316353,-0.00242933
64,-1.00092,1.42614,1.11915,0.244772,-0.00242933
64.05,-0.980348,1.46795,1.26687,0.172906,-0.00242933
64.1,-0.958765,1.50826,1.41254,0.101099,-0.00242933
64.15,-0.936273,1.54689,1.55582,0.0296693,-0.00242933
64.2,-0.912976,1.58366,1.69636,-0.0410971,-0.00242933
64.25,-0.888982,1.61836,1.83382,-0.110944,-0.00242933
64.3,-0.864398,1.65082,1.96792,-0.179644,-0.00242933
64.35,-0.839326,1.68085,2.09838,-0.247003,-0.00242933
64.4,-0.813869,1.70828,2.22496,-0.312849,-0.00242933
64.45,-0.788122,1.73294,2.34742,-0.377038,-0.00242933
64.5,-0.762176,1.75468,2.46554,-0.439441,-0.00242932
64.55,-0.736115,1.77336,2.57913,-0.499948,-0.00242932
64.6,-0.710015,1.78885,2.688,-0.558461,-0.00242932
64.65,-0.683941,1.80104,2.79197,-0.614892,-0.00242932
64.7,-0.65795,1.80984,2.89086,-0.669157,-0.00242932
64.75,-0.632088,1.81517,2.98452,-0.721178,-0.00242932
64.8,-0.606386,1.81697,3.07278,-0.770878,-0.00242932
64.85,-0.580865,1.81522,3.15548,-0.818175,-0.00242932
64.9,-0.55553,1.80989,3.23246,-0.862987,-0.00242932
64.95,-0.530374,1.80097,3.30356,-0.905221,-0.00242932
65,-0.505376,1.7885,3.36862,-0.94477,-0.00242932
65.05,-0.480502,1.77249,3.42744,-0.981512,-0.00242932
65.1,-0.455703,1.75298,3.47982,-1.0153,-0.00242932
65.15,-0.43092,1.73,3.52554,-1.04595,-0.00242932
65.2,-0.406081,1.70359,3.56433,-1.07324,-0.00242932
65.25,-0.381102,1.67378,3.59588,-1.09692,-0.00242932
65.3,-0.35589,1.64059,3.61984,-1.11665,-0.00242932
65.35,-0.330338,1.60401,3.63579,-1.13206,-0.00242932
65.4,-0.304327,1.56401,3.64323,-1.14269,-0.00242932
65.45,-0.277726,1.52053,3.6416,-1.14799,-0.00242932
65.5,-0.250384,1.47347,3.63022,-1.14731,-0.00242932
65.55,-0.222132,1.42267,3.6083,-1.13989,-0.00242931
65.6,-0.192775,1.3679,3.57493,-1.12484,-0.00242929
65.65,-0.162083,1.30885,3.52904,-1.10111,-0.00242926
65.7,-0.12978,1.24508,3.46939,-1.06748,-0.00242921
65.75,-0.0955281,1.17601,3.39454,-1.02253,-0.00242911
65.8,-0.0588972,1.10082,3.30287,-0.964659,-0.0024289
65.85,-0.0193291,1.01837,3.19261,-0.892108,-0.00242836
65.9,0.0239243,0.927093,3.06209,-0.803213,-0.00242688
65.95,0.0718881,0.824701,2.91045,-0.697105,-0.00242224
66,0.125958,0.708004,2.73983,-0.575923,-0.00240638
66.05,0.187814,0.573024,2.5619,-0.451236,-0.00235761
66.1,0.258305,0.417554,2.41199,-0.358216,-0.00230989
66.15,0.333925,0.249434,2.3494,-0.355738,-0.00241571
66.2,0.406077,0.0884076,2.38684,-0.455819,-0.00252807
66.25,0.469345,-0.0532931,2.46859,-0.602039,-0.00260591
66.3,0.523745,-0.176108,2.54999,-0.749197,-0.00263111
66.35,0.570905,-0.284094,2.61456,-0.880435,-0.00263819
66.4,0.612308,-0.380854,2.65865,-0.991872,-0.00264038
66.45,0.649045,-0.469017,2.68284,-1.08392,-0.00264116
66.5,0.681892,-0.550457,2.68891,-1.15822,-0.00264149
66.55,0.711407,-0.626532,2.6788,-1.21662,-0.00264165
66.6,0.738001,-0.698251,2.65434,-1.26087,-0.00264175
66.65,0.761978,-0.766387,2.61717,-1.29252,-0.00264181
66.7,0.78357,-0.831543,2.56871,-1.31297,-0.00264186
66.75,0.802956,-0.894202,2.51021,-1.3234,-0.00264189
66.8,0.820276,-0.95476,2.44277,-1.32487,-0.00264192
66.85,0.83564,-1.01354,2.36736,-1.31832,-0.00264194
66.9,0.849134,-1.07083,2.28483,-1.30457,-0.00264196
66.95,0.860828,-1.12685,2.19595,-1.28435,-0.00264198
67,0.870779,-1.18181,2.10141,-1.25835,-0.00264199
67.05,0.879033,-1.23588,2.00184,-1.22715,-0.002642
67.1,0.885631,-1.28921,1.89782,-1.19134,-0.00264202
67.15,0.890606,-1.34192,1.78989,-1.15144,-0.00264203
67.2,0.893989,-1.39413,1.67856,-1.10793,-0.00264203
67.25,0.895811,-1.44591,1.56431,-1.06129,-0.00264204
67.3,0.896102,-1.49735,1.44761,-1.01197,-0.00264205
67.35,0.894892,-1.54849,1.32889,-0.960401,-0.00264206
67.4,0.892215,-1.59937,1.2086,-0.907016,-0.00264206
67.45,0.888108,-1.65001,1.08714,-0.852225,-0.00264207
67.5,0.882611,-1.70043,0.964935,-0.79643,-0.00264207
67.55,0.87577,-1.7506,0.842379,-0.740021,-0.00264207
67.6,0.867633,-1.80052,0.719857,-0.683373,-0.00264207
67.65,0.858252,-1.85014,0.597739,-0.626844,-0.00264207
67.7,0.847682,-1.89944,0.476374,-0.570771,-0.00264207
67.75,0.83598,-1.94836,0.356089,-0.515465,-0.00264207
67.8,0.823205,-1.99687,0.237189,-0.461209,-0.00264207
67.85,0.809411,-2.04492,0.119951,-0.408256,-0.00264207
67.9,0.794654,-2.09248,0.00462438,-0.356829,-0.00264207
67.95,0.778983,-2.13953,-0.108566,-0.307116,-0.00264207
68,0.762444,-2.18604,-0.21942,-0.259278,-0.00264207
68.05,0.745076,-2.23203,-0.327759,-0.213451,-0.00264207
68.1,0.726914,-2.27752,-0.433422,-0.169744,-0.00264207
68.15,0.707985,-2.32252,-0.536261,-0.12825,-0.00264206
68.2,0.68831,-2.3671,-0.636136,-0.0890498,-0.00264206
68.25,0.667905,-2.41132,-0.732912,-0.0522118,-0.00264206
68.3,0.646779,-2.45526,-0.826456,-0.0178019,-0.00264206
68.35,0.624939,-2.499,-0.916629,0.0141149,-0.00264206
68.4,0.602387,-2.54266,-1.00329,0.0434703,-0.00264206
68.45,0.579122,-2.58633,-1.08628,0.070189,-0.00264206
68.5,0.555142,-2.63014,-1.16545,0.094186,-0.00264206
68.55,0.530444,-2.67421,-1.24061,0.115364,-0.00264206
68.6,0.505022,-2.71868,-1.31157,0.13361,-0.00264206
68.65,0.478874,-2.76369,-1.37812,0.148794,-0.00264205
68.7,0.451997,-2.80936,-1.44003,0.160766,-0.00264205
68.75,0.42439,-2.85585,-1.49707,0.169356,-0.00264205
68.8,0.396055,-2.90329,-1.54895,0.174369,-0.00264205
68.85,0.366998,-2.95182,-1.5954,0.175586,-0.00264204
68.9,0.337229,-3.00159,-1.63611,0.172765,-0.00264204
68.95,0.306766,-3.05273,-1.67074,0.165636,-0.00264204
69,0.275632,-3.10537,-1.69895,0.153906,-0.00264203
69.05,0.243858,-3.15963,-1.72038,0.137262,-0.00264203
69.1,0.211489,-3.21562,-1.73465,0.115373,-0.00264202
69.15,0.178577,-3.27344,-1.74138,0.0878996,-0.00264202
69.2,0.145191,-3.33316,-1.7402,0.0545013,-0.00264201
69.25,0.111414,-3.39484,-1.73077,0.0148533,-0.00264201
69.3,0.0773442,-3.45852,-1.71276,-0.0313387,-0.00264201
69.35,0.0430976,-3.5242,-1.68594,-0.0843181,-0.00264201
69.4,0.00880763,-3.59186,-1.6501,-0.144254,-0.00264201
69.45,-0.0253756,-3.66147,-1.6052,-0.21122,-0.00264202
69.5,-0.059286,-3.73293,-1.55126,-0.285165,-0.00264203
69.55,-0.0927439,-3.80616,-1.48849,-0.365898,-0.00264205
69.6,-0.125558,-3.88105,-1.41725,-0.45307,-0.00264206
69.65,-0.157531,-3.95745,-1.33805,-0.546159,-0.00264208
69.7,-0.188458,-4.03523,-1.25161,-0.644474,-0.00264209
69.75,-0.218138,-4.11426,-1.15879,-0.747156,-0.0026421
69.8,-0.24637,-4.19439,-1.06061,-0.853191,-0.0026421
69.85,-0.27296,-4.27551,-0.958236,-0.96143,-0.0026421
69.9,-0.297724,-4.35752,-0.852928,-1.07061,-0.00264208
69.95,-0.320488,-4.44034,-0.746049,-1.17939,-0.00264205
70,-0.341088,-4.52394,-0.639023,-1.28633,-0.00264201
70.05,-0.359371,-4.60831,-0.53332,-1.38999,-0.00264195
70.1,-0.375192,-4.6935,-0.430443,-1.48887,-0.00264189
70.15,-0.388414,-4.77958,-0.331918,-1.58144,-0.00264181
70.2,-0.398901,-4.8667,-0.239297,-1.66618,-0.00264171
70.25,-0.406514,-4.95506,-0.154163,-1.74149,-0.00264159
70.3,-0.411104,-5.04495,-0.0781498,-1.80578,-0.00264145
70.35,-0.412504,-5.13673,-0.0129646,-1.85733,-0.00264129
70.4,-0.410514,-5.23088,0.0395738,-1.89437,-0.00264109
70.45,-0.404889,-5.32803,0.0774956,-1.91494,-0.00264083
70.5,-0.395309,-5.429,0.0986354,-1.91691,-0.00264047
70.55,-0.381348,-5.53491,0.100605,-1.89794,-0.00263993
70.6,-0.362418,-5.64728,0.0808375,-1.85552,-0.0026389
70.65,-0.337691,-5.76825,0.0368812,-1.78727,-0.00263639
70.7,-0.305981,-5.90087,-0.0324945,-1.69208,-0.00262854
70.75,-0.265666,-6.04937,-0.123556,-1.57384,-0.00260084
70.8,-0.215109,-6.21834,-0.216459,-1.45262,-0.00253478
70.85,-0.155245,-6.40682,-0.257752,-1.38222,-0.0025924
70.9,-0.093882,-6.59817,-0.195491,-1.415,-0.00269362
70.95,-0.040261,-6.77242,-0.063898,-1.51704,-0.00279969
71,0.00324734,-6.92533,0.0765557,-1.628,-0.00284437
71.05,0.0380321,-7.06096,0.198995,-1.72102,-0.00285664
71.1,0.0658162,-7.18379,0.297163,-1.78984,-0.00286029
71.15,0.0879108,-7.29714,0.371608,-1.83499,-0.00286162
71.2,0.105243,-7.40334,0.424672,-1.85879,-0.00286222
71.25,0.118473,-7.50405,0.458967,-1.86384,-0.00286256
71.3,0.128077,-7.60048,0.476945,-1.85258,-0.00286278
71.35,0.134415,-7.69353,0.480814,-1.8272,-0.00286294
71.4,0.137761,-7.7839,0.472541,-1.78966,-0.00286306
71.45,0.138333,-7.87214,0.453895,-1.74172,-0.00286315
71.5,0.136307,-7.95868,0.426483,-1.68498,-0.00286323
71.55,0.131833,-8.04387,0.391785,-1.62092,-0.00286329
71.6,0.125039,-8.12801,0.35118,-1.55091,-0.00286334
71.65,0.116043,-8.21133,0.30597,-1.47625,-0.00286338
71.7,0.104951,-8.29404,0.257397,-1.39818,-0.00286341
71.75,0.0918671,-8.3763,0.206648,-1.31788,-0.00286343
71.8,0.0768928,-8.45825,0.154873,-1.23651,-0.00286344
71.85,0.0601299,-8.54,0.103178,-1.15516,-0.00286345
71.9,0.0416824,-8.62164,0.0526324,-1.07492,-0.00286345
71.95,0.0216572,-8.70326,0.00426622,-0.996799,-0.00286345
72,0.000165332,-8.78491,-0.0409356,-0.921793,-0.00286344
72.05,-0.0226779,-8.86666,-0.0820366,-0.850837,-0.00286343
72.1,-0.0467527,-8.94853,-0.118155,-0.784812,-0.00286341
72.15,-0.0719349,-9.03057,-0.14847,-0.724538,-0.00286339
72.2,-0.0980955,-9.1128,-0.172227,-0.670769,-0.00286337
72.25,-0.125101,-9.19525,-0.188743,-0.624188,-0.00286335
72.3,-0.152814,-9.27794,-0.197412,-0.5854,-0.00286334
72.35,-0.181088,-9.36087,-0.197708,-0.554926,-0.00286332
72.4,-0.209774,-9.44405,-0.189193,-0.5332,-0.00286331
72.45,-0.238712,-9.52745,-0.171529,-0.520557,-0.00286331
72.5,-0.267733,-9.61105,-0.144483,-0.517221,-0.00286331
72.55,-0.296657,-9.69478,-0.107951,-0.523287,-0.00286331
72.6,-0.325294,-9.77855,-0.0619714,-0.538704,-0.00286333
72.65,-0.353444,-9.86227,-0.00674513,-0.563256,-0.00286335
72.7,-0.380904,-9.9458,0.0573524,-0.596549,-0.00286337
72.75,-0.407469,-10.029,0.129769,-0.638011,-0.0028634
72.8,-0.432939,-10.1117,0.209784,-0.6869,-0.00286342
72.85,-0.457125,-10.1939,0.296535,-0.742326,-0.00286345
72.9,-0.479855,-10.2754,0.38904,-0.803287,-0.00286347
72.95,-0.500973,-10.356,0.486244,-0.868698,-0.00286348
73,-0.520347,-10.4359,0.587043,-0.937435,-0.00286349
73.05,-0.537863,-10.5149,0.690322,-1.00836,-0.00286349
73.1,-0.553425,-10.5931,0.794975,-1.08034,-0.00286349
73.15,-0.566956,-10.6705,0.899921,-1.15228,-0.00286348
73.2,-0.578394,-10.7473,1.00411,-1.22312,-0.00286347
73.25,-0.587686,-10.8234,1.10654,-1.29183,-0.00286345
73.3,-0.594789,-10.8991,1.20624,-1.35743,-0.00286343
73.35,-0.599664,-10.9745,1.30224,-1.41895,-0.0028634
73.4,-0.602274,-11.0498,1.39361,-1.47546,-0.00286337
73.45,-0.60258,-11.1252,1.47941,-1.52602,-0.00286333
73.5,-0.600535,-11.2009,1.55868,-1.56967,-0.00286329
73.55,-0.596086,-11.2773,1.63043,-1.60542,-0.00286325
73.6,-0.589161,-11.3545,1.6936,-1.63223,-0.00286319
73.65,-0.57967,-11.4331,1.74705,-1.64898,-0.00286313
73.7,-0.567494,-11.5135,1.78952,-1.65441,-0.00286305
73.75,-0.552474,-11.5961,1.81959,-1.64715,-0.00286295
73.8,-0.5344,-11.6816,1.83567,-1.62564,-0.00286281
73.85,-0.512987,-11.7708,1.83592,-1.58808,-0.00286261
73.9,-0.487845,-11.8649,1.81825,-1.53243,-0.00286227
73.95,-0.458435,-11.9651,1.78035,-1.45646,-0.00286156
74,-0.423988,-12.0734,1.71988,-1.3579,-0.00285971
74.05,-0.3834,-12.1927,1.63528,-1.23533,-0.00285374
74.1,-0.335103,-12.3268,1.52849,-1.09086,-0.00283172
74.15,-0.277173,-12.4807,1.41365,-0.938868,-0.00276028
74.2,-0.208941,-12.6567,1.33669,-0.825668,-0.00272558
74.25,-0.135726,-12.8434,1.36845,-0.822595,-0.00289005
74.3,-0.0678826,-13.0175,1.50472,-0.925873,-0.00304113
74.35,-0.0100669,-13.1692,1.67404,-1.06427,-0.00312236
74.4,0.0386489,-13.3013,1.8338,-1.19525,-0.00314475
74.45,0.080198,-13.4185,1.97141,-1.30618,-0.00315077
74.5,0.116129,-13.5248,2.08532,-1.39552,-0.00315264
74.55,0.147539,-13.6226,2.17719,-1.46489,-0.00315334
74.6,0.175204,-13.714,2.24939,-1.51663,-0.00315365
74.65,0.199682,-13.8002,2.30422,-1.55302,-0.00315381
74.7,0.221387,-13.8822,2.34377,-1.57613,-0.00315391
74.75,0.240631,-13.9608,2.36987,-1.58778,-0.00315397
74.8,0.257658,-14.0365,2.38413,-1.58954,-0.00315402
74.85,0.272661,-14.1099,2.38794,-1.5828,-0.00315406
74.9,0.285793,-14.1813,2.38255,-1.56878,-0.00315408
74.95,0.297182,-14.251,2.36904,-1.54856,-0.0031541
75,0.306932,-14.3193,2.34841,-1.52313,-0.00315412
75.05,0.315134,-14.3865,2.32156,-1.49337,-0.00315413
75.1,0.321862,-14.4528,2.28929,-1.46008,-0.00315414
75.15,0.327184,-14.5183,2.25236,-1.42401,-0.00315415
75.2,0.331159,-14.5832,2.21147,-1.38584,-0.00315415
75.25,0.333842,-14.6476,2.16727,-1.34624,-0.00315416
75.3,0.335284,-14.7117,2.12038,-1.3058,-0.00315416
75.35,0.335536,-14.7756,2.07138,-1.26512,-0.00315416
75.4,0.334647,-14.8393,2.02084,-1.22474,-0.00315415
75.45,0.332669,-14.903,1.96928,-1.1852,-0.00315415
75.5,0.329657,-14.9668,1.91723,-1.14702,-0.00315415
75.55,0.325672,-15.0306,1.86516,-1.11068,-0.00315414
75.6,0.320781,-15.0946,1.81356,-1.07666,-0.00315414
75.65,0.315058,-15.1586,1.76285,-1.0454,-0.00315414
75.7,0.308585,-15.2229,1.71344,-1.0173,-0.00315413
75.75,0.301453,-15.2872,1.66569,-0.992724,-0.00315413
75.8,0.293757,-15.3516,1.61991,-0.971992,-0.00315412
75.85,0.285598,-15.4161,1.57634,-0.955354,-0.00315412
75.9,0.277076,-15.4806,1.53517,-0.943003,-0.00315412
75.95,0.268291,-15.545,1.49653,-0.935066,-0.00315412
76,0.259338,-15.6094,1.46047,-0.931611,-0.00315411
76.05,0.250308,-15.6738,1.42701,-0.932649,-0.00315411
76.1,0.241283,-15.738,1.39611,-0.938143,-0.00315411
76.15,0.232341,-15.8022,1.36769,-0.948012,-0.00315412
76.2,0.223556,-15.8665,1.34162,-0.96214,-0.00315412
76.25,0.214996,-15.9307,1.31776,-0.980374,-0.00315412
76.3,0.206728,-15.995,1.29592,-1.00253,-0.00315413
76.35,0.198817,-16.0595,1.27588,-1.02839,-0.00315413
76.4,0.191327,-16.1242,1.2574,-1.05771,-0.00315413
76.45,0.184325,-16.1891,1.24021,-1.0902,-0.00315414
76.5,0.177877,-16.2544,1.22397,-1.12554,-0.00315414
76.55,0.172051,-16.3201,1.20835,-1.16338,-0.00315415
76.6,0.166917,-16.3863,1.19294,-1.20333,-0.00315415
76.65,0.162548,-16.4531,1.17731,-1.24494,-0.00315416
76.7,0.15902,-16.5206,1.16099,-1.28774,-0.00315416
76.75,0.156413,-16.5889,1.14343,-1.33118,-0.00315417
76.8,0.154813,-16.6581,1.12408,-1.37469,-0.00315417
76.85,0.154309,-16.7283,1.10227,-1.41763,-0.00315417
76.9,0.155001,-16.7998,1.07732,-1.45927,-0.00315416
76.95,0.156998,-16.8727,1.04844,-1.49885,-0.00315415
77,0.160418,-16.9471,1.01477,-1.5355,-0.00315414
77.05,0.165399,-17.0234,0.975374,-1.56826,-0.00315413
77.1,0.1721,-17.102,0.929174,-1.59605,-0.0031541
77.15,0.180704,-17.1831,0.874985,-1.61768,-0.00315406
77.2,0.191435,-17.2672,0.811463,-1.63179,-0.003154
77.25,0.204567,-17.355,0.737098,-1.63686,-0.00315391
77.3,0.220446,-17.4472,0.65019,-1.63116,-0.00315374
77.35,0.239521,-17.5448,0.548868,-1.61281,-0.00315341
77.4,0.262383,-17.6494,0.431195,-1.57981,-0.00315263
77.45,0.289838,-17.7627,0.295539,-1.53048,-0.00315051
77.5,0.322972,-17.8876,0.141743,-1.46457,-0.00314386
77.55,0.363155,-18.0274,-0.0254363,-1.38668,-0.0031232
77.6,0.411514,-18.1854,-0.18765,-1.31488,-0.00308647
77.65,0.466708,-18.3593,-0.303615,-1.28992,-0.00312406
77.7,0.52219,-18.5351,-0.339553,-1.34472,-0.00317665
77.75,0.570656,-18.6969,-0.321901,-1.45189,-0.00323569
77.8,0.609904,-18.8409,-0.295759,-1.56556,-0.00326463
77.85,0.640823,-18.9697,-0.283563,-1.6628,-0.00327369
77.9,0.664766,-19.0871,-0.291773,-1.73683,-0.00327666
77.95,0.68283,-19.1959,-0.320826,-1.78701,-0.00327784
78,0.69581,-19.2982,-0.369302,-1.81461,-0.00327844
78.05,0.704278,-19.3954,-0.435324,-1.82141,-0.00327881
78.1,0.708654,-19.4886,-0.517004,-1.80922,-0.00327909
78.15,0.709253,-19.5787,-0.612555,-1.77976,-0.00327931
78.2,0.706321,-19.6662,-0.7203,-1.73467,-0.00327949
78.25,0.700063,-19.7514,-0.838644,-1.67549,-0.00327965
78.3,0.690651,-19.8348,-0.966049,-1.60374,-0.00327979
78.35,0.678247,-19.9164,-1.101,-1.5209,-0.00327992
78.4,0.663005,-19.9965,-1.24199,-1.42845,-0.00328003
78.45,0.645079,-20.075,-1.38751,-1.32788,-0.00328013
78.5,0.624633,-20.1519,-1.53603,-1.22069,-0.00328021
78.55,0.601837,-20.2272,-1.68603,-1.10837,-0.00328028
78.6,0.576877,-20.3007,-1.836,-0.992406,-0.00328033
78.65,0.549949,-20.3723,-1.98447,-0.874253,-0.00328037
78.7,0.521263,-20.4417,-2.13001,-0.7553,-0.00328039
78.75,0.49104,-20.5086,-2.27128,-0.636852,-0.0032804
78.8,0.459509,-20.573,-2.40705,-0.520102,-0.00328041
78.85,0.426905,-20.6344,-2.53622,-0.40611,-0.0032804
78.9,0.393462,-20.6926,-2.65785,-0.295785,-0.00328039
78.95,0.359413,-20.7473,-2.77114,-0.189875,-0.00328037
79,0.324984,-20.7984,-2.87547,-0.0889653,-0.00328036
79.05,0.290388,-20.8455,-2.97036,0.00651518,-0.00328035
79.1,0.255824,-20.8885,-3.05551,0.0962862,-0.00328033
79.15,0.221474,-20.9272,-3.13071,0.1802,-0.00328032
79.2,0.1875,-20.9614,-3.1959,0.258224,-0.00328031
79.25,0.154041,-20.9912,-3.25113,0.330423,-0.00328031
79.3,0.121216,-21.0163,-3.2965,0.396942,-0.0032803
79.35,0.0891182,-21.0369,-3.3322,0.457988,-0.0032803
79.4,0.0578192,-21.0528,-3.35848,0.513819,-0.00328029
79.45,0.0273683,-21.0641,-3.37561,0.564724,-0.00328029
79.5,-0.0022068,-21.071,-3.3839,0.611015,-0.00328029
79.55,-0.0308984,-21.0735,-3.38367,0.653019,-0.00328029
79.6,-0.058717,-21.0716,-3.37526,0.69106,-0.00328028
79.65,-0.0856899,-21.0656,-3.35898,0.725457,-0.00328028
79.7,-0.111859,-21.0555,-3.33514,0.756512,-0.00328028
79.75,-0.13728,-21.0415,-3.30404,0.784505,-0.00328028
79.8,-0.162019,-21.0237,-3.26594,0.809681,-0.00328028
79.85,-0.186152,-21.0023,-3.22106,0.832252,-0.00328028
79.9,-0.209766,-20.9773,-3.16959,0.852383,-0.00328028
79.95,-0.232953,-20.9489,-3.11165,0.870192,-0.00328028
80,-0.255815,-20.9172,-3.04735,0.885743,-0.00328029
80.05,-0.27846,-20.8821,-2.97669,0.899042,-0.00328029
80.1,-0.301005,-20.8437,-2.89965,0.910029,-0.00328029
80.15,-0.323576,-20.8021,-2.81612,0.918582,-0.00328029
80.2,-0.34631,-20.7571,-2.72594,0.924501,-0.00328029
80.25,-0.369359,-20.7087,-2.62885,0.927509,-0.00328029
80.3,-0.392889,-20.6568,-2.52452,0.927246,-0.00328029
80.35,-0.41709,-20.601,-2.41254,0.923261,-0.00328028
80.4,-0.442184,-20.5413,-2.29239,0.915009,-0.00328026
80.45,-0.468428,-20.477,-2.1635,0.901854,-0.00328023
80.5,-0.496137,-20.4078,-2.02521,0.883086,-0.00328014
80.55,-0.525696,-20.3328,-1.87684,0.857969,-0.00327994
80.6,-0.557588,-20.2511,-1.71788,0.825888,-0.00327945
80.65,-0.592429,-20.1613,-1.5483,0.78669,-0.00327818
80.7,-0.630979,-20.0618,-1.36942,0.741531,-0.00327481
80.75,-0.674083,-19.9505,-1.18595,0.694852,-0.0032666
80.8,-0.722295,-19.8259,-1.00977,0.658125,-0.00325455
80.85,-0.774764,-19.6899,-0.862588,0.652409,-0.00325901
80.9,-0.827984,-19.5502,-0.763869,0.696229,-0.00327543
80.95,-0.87732,-19.4172,-0.707347,0.782262,-0.00329409
81,-0.920295,-19.2961,-0.668987,0.885553,-0.00330881
81.05,-0.956755,-19.187,-0.630441,0.9871,-0.00331523
81.1,-0.987421,-19.0878,-0.5833,1.07805,-0.00331761
81.15,-1.01308,-18.9964,-0.524746,1.15531,-0.00331852
81.2,-1.03438,-18.9112,-0.454338,1.21821,-0.00331892
81.25,-1.05181,-18.8308,-0.372529,1.26707,-0.00331912
81.3,-1.06574,-18.7542,-0.280066,1.30253,-0.00331925
81.35,-1.07645,-18.6807,-0.177754,1.3253,-0.00331933
81.4,-1.08415,-18.6098,-0.0663729,1.3361,-0.0033194
81.45,-1.08899,-18.5409,0.053348,1.3356,-0.00331946
81.5,-1.0911,-18.4737,0.180726,1.32446,-0.00331951
81.55,-1.0906,-18.4081,0.315112,1.30327,-0.00331956
81.6,-1.08756,-18.3436,0.45588,1.27263,-0.0033196
81.65,-1.08206,-18.2804,0.602408,1.23315,-0.00331965
81.7,-1.07418,-18.2182,0.754066,1.18542,-0.00331969
81.75,-1.06399,-18.157,0.910203,1.13008,-0.00331973
81.8,-1.05156,-18.0968,1.07014,1.06777,-0.00331977
81.85,-1.03698,-18.0377,1.23318,0.99919,-0.0033198
81.9,-1.02033,-17.9797,1.39855,0.925059,-0.00331984
81.95,-1.0017,-17.9231,1.56548,0.846136,-0.00331987
82,-0.981209,-17.8678,1.73316,0.763205,-0.00331989
82.05,-0.958965,-17.8141,1.90074,0.677073,-0.00331992
82.1,-0.935096,-17.7622,2.06736,0.588558,-0.00331993
82.15,-0.909735,-17.7123,2.23218,0.498474,-0.00331995
82.2,-0.883023,-17.6646,2.39433,0.407622,-0.00331996
82.25,-0.855108,-17.6195,2.55301,0.316775,-0.00331996
82.3,-0.82614,-17.577,2.70741,0.226667,-0.00331996
82.35,-0.796268,-17.5376,2.85679,0.137984,-0.00331996
82.4,-0.76564,-17.5013,3.00046,0.0513531,-0.00331996
82.45,-0.734398,-17.4685,3.13778,-0.0326591,-0.00331995
82.5,-0.702674,-17.4393,3.26817,-0.11355,-0.00331994
82.55,-0.67059,-17.414,3.39114,-0.190878,-0.00331994
82.6,-0.638253,-17.3927,3.50621,-0.264265,-0.00331993
82.65,-0.605754,-17.3756,3.613,-0.333381,-0.00331992
82.7,-0.573167,-17.3627,3.71116,-0.397949,-0.00331992
82.75,-0.540546,-17.3541,3.80036,-0.457724,-0.00331991
82.8,-0.507925,-17.3499,3.88035,-0.512495,-0.00331991
82.85,-0.475319,-17.3501,3.95084,-0.562062,-0.0033199
82.9,-0.442722,-17.3549,4.01161,-0.606233,-0.0033199
82.95,-0.410105,-17.364,4.06238,-0.644809,-0.0033199
83,-0.377423,-17.3777,4.1029,-0.677565,-0.00331989
83.05,-0.344608,-17.3958,4.13285,-0.704246,-0.00331989
83.1,-0.311572,-17.4184,4.1519,-0.724543,-0.00331989
83.15,-0.278207,-17.4456,4.15962,-0.738083,-0.00331988
83.2,-0.244379,-17.4773,4.15553,-0.744413,-0.00331988
83.25,-0.209932,-17.5138,4.13905,-0.742978,-0.00331987
83.3,-0.174676,-17.5552,4.10949,-0.733111,-0.00331985
83.35,-0.138384,-17.6017,4.06601,-0.714008,-0.00331982
83.4,-0.100782,-17.6538,4.00764,-0.684715,-0.00331977
83.45,-0.0615301,-17.712,3.93325,-0.644119,-0.00331966
83.5,-0.0201979,-17.7769,3.84157,-0.590968,-0.00331943
83.55,0.0237701,-17.8497,3.7313,-0.523958,-0.00331885
83.6,0.0711098,-17.9319,3.60136,-0.442023,-0.00331729
83.65,0.12281,-18.0255,3.45178,-0.345157,-0.00331255
83.7,0.180164,-18.1334,3.28599,-0.236762,-0.00329749
83.75,0.244594,-18.2589,3.11708,-0.129809,-0.00325778
83.8,0.316433,-18.4026,2.97892,-0.0579236,-0.0032339
83.85,0.391995,-18.5561,2.91952,-0.0686079,-0.0033044
83.9,0.463918,-18.7022,2.94293,-0.165197,-0.0033825
83.95,0.527874,-18.8307,3.00274,-0.300531,-0.00343697
84,0.583886,-18.942,3.06246,-0.437566,-0.003456
84.05,0.633337,-19.0394,3.10771,-0.561549,-0.00346173
84.1,0.677533,-19.1259,3.13488,-0.668598,-0.00346358
84.15,0.717468,-19.2039,3.14418,-0.75874,-0.00346425
84.2,0.753864,-19.2751,3.13702,-0.833238,-0.00346452
84.25,0.787253,-19.3407,3.11506,-0.893641,-0.00346466
84.3,0.818029,-19.4017,3.07992,-0.941472,-0.00346473
84.35,0.846494,-19.4586,3.03307,-0.978116,-0.00346477
84.4,0.872879,-19.5122,2.9758,-1.00481,-0.0034648
84.45,0.897366,-19.5628,2.90927,-1.02263,-0.00346482
84.5,0.920101,-19.6108,2.83448,-1.03255,-0.00346483
84.55,0.941199,-19.6565,2.75233,-1.03539,-0.00346485
84.6,0.960755,-19.7001,2.66359,-1.0319,-0.00346486
84.65,0.978845,-19.7418,2.56897,-1.02274,-0.00346486
84.7,0.995533,-19.7819,2.46909,-1.00849,-0.00346487
