t,phi1,phi2,phi1dot,phi2dot,deltaE
42.75,0.129846,7.86461,-3.11913,1.10462,-0.00148954
42.8,0.101993,7.92447,-3.20296,1.12116,-0.00148956
42.85,0.0751711,7.98027,-3.27607,1.13128,-0.00148957
42.9,0.0491588,8.03228,-3.33927,1.13575,-0.00148957
42.95,0.0237641,8.08067,-3.39321,1.13526,-0.00148957
43,-0.00118389,8.12556,-3.43844,1.13034,-0.00148957
43.05,-0.0258395,8.16702,-3.47539,1.12146,-0.00148957
43.1,-0.0503438,8.20505,-3.50443,1.10895,-0.00148957
43.15,-0.0748268,8.23965,-3.52584,1.0931,-0.00148957
43.2,-0.0994087,8.27077,-3.5398,1.07409,-0.00148957
43.25,-0.1242,8.29833,-3.54648,1.05207,-0.00148957
43.3,-0.149304,8.32225,-3.54595,1.02711,-0.00148957
43.35,-0.17481,8.34243,-3.53826,0.999237,-0.00148956
43.4,-0.2008,8.35876,-3.52341,0.968437,-0.00148956
43.45,-0.227342,8.37113,-3.50139,0.934665,-0.00148956
43.5,-0.254491,8.37945,-3.47214,0.89785,-0.00148957
43.55,-0.282287,8.38363,-3.43562,0.857904,-0.00148957
43.6,-0.310753,8.38358,-3.39177,0.814729,-0.00148957
43.65,-0.339896,8.37926,-3.34053,0.768223,-0.00148957
43.7,-0.369704,8.37064,-3.28185,0.718285,-0.00148957
43.75,-0.400147,8.35771,-3.21569,0.664821,-0.00148958
43.8,-0.431176,8.3405,-3.14204,0.607745,-0.00148958
43.85,-0.462725,8.31907,-3.0609,0.546987,-0.00148958
43.9,-0.49471,8.29349,-2.97228,0.482493,-0.00148959
43.95,-0.527031,8.26388,-2.87624,0.414237,-0.00148959
44,-0.559571,8.23038,-2.77286,0.342224,-0.0014896
44.05,-0.592201,8.19314,-2.66228,0.266498,-0.0014896
44.1,-0.624776,8.15237,-2.54467,0.187157,-0.00148961
44.15,-0.657142,8.10826,-2.42027,0.104359,-0.00148962
44.2,-0.689135,8.06106,-2.2894,0.0183358,-0.00148962
44.25,-0.720582,8.011,-2.15244,-0.0705988,-0.00148963
44.3,-0.751307,7.95835,-2.00987,-0.162042,-0.00148963
44.35,-0.781132,7.90336,-1.86224,-0.255499,-0.00148963
44.4,-0.809877,7.84632,-1.7102,-0.350385,-0.00148963
44.45,-0.83737,7.78747,-1.55446,-0.446032,-0.00148963
44.5,-0.863444,7.72708,-1.39581,-0.541697,-0.00148962
44.55,-0.887939,7.66537,-1.23509,-0.636582,-0.0014896
44.6,-0.910711,7.60257,-1.07316,-0.729847,-0.00148958
44.65,-0.931625,7.53887,-0.91092,-0.820633,-0.00148956
44.7,-0.950561,7.47443,-0.749242,-0.908075,-0.00148953
44.75,-0.967416,7.40938,-0.589,-0.991319,-0.0014895
44.8,-0.982095,7.34381,-0.431035,-1.06954,-0.00148946
44.85,-0.994519,7.27777,-0.276158,-1.14193,-0.00148943
44.9,-1.00462,7.2113,-0.12514,-1.20774,-0.00148939
44.95,-1.01233,7.14436,0.0212791,-1.26623,-0.00148935
45,-1.0176,7.0769,0.16239,-1.31671,-0.0014893
45.05,-1.02036,7.00881,0.297501,-1.3585,-0.00148926
45.1,-1.02057,6.93995,0.425925,-1.39093,-0.00148921
45.15,-1.01816,6.87011,0.546963,-1.4133,-0.00148916
45.2,-1.01304,6.79903,0.659887,-1.42493,-0.00148911
45.25,-1.00512,6.7264,0.763916,-1.42506,-0.00148904
45.3,-0.994267,6.6518,0.858197,-1.41288,-0.00148897
45.35,-0.980325,6.57471,0.941782,-1.38747,-0.00148887
45.4,-0.963065,6.49448,1.01361,-1.34785,-0.00148874
45.45,-0.942187,6.41024,1.07252,-1.29293,-0.00148852
45.5,-0.917277,6.32088,1.11731,-1.22161,-0.0014881
45.55,-0.887766,6.22489,1.14694,-1.13298,-0.00148708
45.6,-0.852869,6.12022,1.16117,-1.02702,-0.0014842
45.65,-0.811547,6.0042,1.16235,-0.906332,-0.00147543
45.7,-0.76266,5.87381,1.15987,-0.780747,-0.00145271
45.75,-0.705896,5.7278,1.1785,-0.675698,-0.00143432
45.8,-0.644088,5.57221,1.25638,-0.630295,-0.0014683
45.85,-0.583568,5.42126,1.40492,-0.657095,-0.00150789
45.9,-0.528961,5.28529,1.59187,-0.724838,-0.00154593
45.95,-0.480944,5.16549,1.78485,-0.801757,-0.00156223
46,-0.438511,5.05933,1.96875,-0.87312,-0.0015676
46.05,-0.400491,4.96407,2.13874,-0.934286,-0.00156939
46.1,-0.365933,4.87753,2.29402,-0.984614,-0.00157003
46.15,-0.33411,4.79814,2.43525,-1.02483,-0.00157029
46.2,-0.304468,4.72475,2.56347,-1.05607,-0.0015704
46.25,-0.276576,4.65652,2.67978,-1.07945,-0.00157045
46.3,-0.250091,4.59286,2.78521,-1.09605,-0.00157047
46.35,-0.224729,4.53331,2.88064,-1.10679,-0.00157048
46.4,-0.200254,4.47755,2.96685,-1.11245,-0.00157049
46.45,-0.176462,4.42534,3.04449,-1.11371,-0.00157049
46.5,-0.153171,4.37652,3.11408,-1.11111,-0.00157049
46.55,-0.130222,4.33099,3.17608,-1.10512,-0.00157049
46.6,-0.107465,4.28869,3.23081,-1.09608,-0.00157049
46.65,-0.0847653,4.24963,3.27856,-1.08427,-0.00157049
46.7,-0.0619951,4.21381,3.31951,-1.06989,-0.00157048
46.75,-0.0390353,4.1813,3.35378,-1.05308,-0.00157048
46.8,-0.0157743,4.15217,3.38143,-1.03389,-0.00157048
46.85,0.00789227,4.12652,3.40248,-1.01233,-0.00157048
46.9,0.0320608,4.10447,3.41688,-0.988376,-0.00157048
46.95,0.056819,4.08613,3.42455,-0.961934,-0.00157048
47,0.0822442,4.07164,3.42538,-0.932888,-0.00157048
47.05,0.108402,4.06112,3.41923,-0.901092,-0.00157048
47.1,0.135347,4.05469,3.40595,-0.866376,-0.00157048
47.15,0.163115,4.05246,3.38536,-0.828558,-0.00157049
47.2,0.19173,4.05454,3.35731,-0.787446,-0.00157049
47.25,0.221195,4.06098,3.32163,-0.742847,-0.00157049
47.3,0.251498,4.07184,3.27815,-0.694571,-0.00157049
47.35,0.282605,4.08714,3.22675,-0.642433,-0.0015705
47.4,0.314464,4.10688,3.16728,-0.586262,-0.0015705
47.45,0.347005,4.13101,3.09966,-0.525902,-0.0015705
47.5,0.380137,4.15948,3.02381,-0.461218,-0.00157051
47.55,0.413751,4.19217,2.93968,-0.392107,-0.00157051
47.6,0.447722,4.22897,2.84727,-0.318503,-0.00157052
47.65,0.481907,4.26971,2.74665,-0.24039,-0.00157053
47.7,0.516146,4.3142,2.63793,-0.157819,-0.00157053
47.75,0.550269,4.36225,2.52132,-0.0709171,-0.00157054
47.8,0.58409,4.41361,2.3971,0.0200926,-0.00157055
47.85,0.617417,4.46803,2.26568,0.114881,-0.00157056
47.9,0.650048,4.52523,2.12756,0.213001,-0.00157057
47.95,0.68178,4.58495,1.98338,0.313886,-0.00157057
48,0.71241,4.64689,1.83387,0.416848,-0.00157057
48.05,0.741739,4.71079,1.67988,0.521086,-0.00157056
48.1,0.769573,4.77637,1.52236,0.625703,-0.00157055
48.15,0.795731,4.84338,1.3623,0.729723,-0.00157053
48.2,0.820045,4.91161,1.20078,0.832114,-0.00157051
48.25,0.842361,4.98084,1.03889,0.931813,-0.00157047
48.3,0.862539,5.05093,0.877711,1.02775,-0.00157043
48.35,0.880456,5.12174,0.71833,1.11885,-0.00157039
48.4,0.896005,5.1932,0.561796,1.2041,-0.00157034
48.45,0.909088,5.26527,0.409123,1.28247,-0.00157028
48.5,0.91962,5.33795,0.261287,1.35303,-0.00157022
48.55,0.927523,5.4113,0.119226,1.41483,-0.00157016
48.6,0.932719,5.48543,-0.0161453,1.46698,-0.0015701
48.65,0.935131,5.56049,-0.143928,1.5086,-0.00157002
48.7,0.934671,5.63672,-0.263214,1.53879,-0.00156995
48.75,0.931237,5.7144,-0.373067,1.55666,-0.00156986
48.8,0.924703,5.79393,-0.472494,1.56124,-0.00156976
48.85,0.914907,5.87579,-0.560418,1.55149,-0.00156964
48.9,0.901634,5.96062,-0.635656,1.52629,-0.00156948
48.95,0.884595,6.04925,-0.696904,1.4844,-0.00156925
49,0.863393,6.14277,-0.742772,1.42452,-0.00156883
49.05,0.837477,6.24266,-0.771937,1.34546,-0.00156792
49.1,0.806079,6.35093,-0.783644,1.24663,-0.00156543
49.15,0.768149,6.47032,-0.779185,1.12957,-0.00155769
49.2,0.722426,6.60417,-0.765994,1.00209,-0.00153517
49.25,0.668167,6.75481,-0.766636,0.887353,-0.00150555
49.3,0.607516,6.91799,-0.822955,0.828112,-0.00154245
49.35,0.54706,7.07911,-0.957822,0.848379,-0.00158843
49.4,0.492628,7.22529,-1.14042,0.918362,-0.00163773
49.45,0.445468,7.35418,-1.33222,1.00018,-0.00165981
49.5,0.404566,7.46847,-1.5147,1.0757,-0.00166685
49.55,0.368637,7.57129,-1.68212,1.13939,-0.0016691
49.6,0.336633,7.66511,-1.83372,1.19062,-0.00166989
49.65,0.307766,7.7517,-1.9704,1.23037,-0.0016702
49.7,0.281443,7.83237,-2.0935,1.26006,-0.00167033
49.75,0.257213,7.90807,-2.20441,1.28109,-0.00167039
49.8,0.234718,7.97949,-2.30439,1.29478,-0.00167042
49.85,0.213672,8.04717,-2.39457,1.30228,-0.00167044
49.9,0.193836,8.11151,-2.47594,1.30459,-0.00167045
49.95,0.175007,8.17281,-2.54935,1.30257,-0.00167045
50,0.157011,8.23129,-2.61553,1.29699,-0.00167045
50.05,0.139691,8.28714,-2.67512,1.28847,-0.00167045
50.1,0.122905,8.34047,-2.72864,1.27756,-0.00167045
50.15,0.106523,8.39136,-2.77655,1.26473,-0.00167045
50.2,0.0904238,8.43985,-2.81923,1.25036,-0.00167045
50.25,0.0744924,8.48597,-2.85699,1.23476,-0.00167045
50.3,0.0586188,8.5297,-2.89008,1.2182,-0.00167044
50.35,0.0426977,8.57102,-2.91869,1.20086,-0.00167044
50.4,0.0266283,8.60986,-2.94296,1.18289,-0.00167044
50.45,0.0103138,8.64617,-2.96297,1.16439,-0.00167044
50.5,-0.00633764,8.67986,-2.97879,1.14541,-0.00167044
50.55,-0.0234119,8.71085,-2.99043,1.12596,-0.00167044
50.6,-0.0409881,8.73904,-2.99788,1.10603,-0.00167044
50.65,-0.0591366,8.76435,-3.0011,1.08559,-0.00167044
50.7,-0.0779178,8.7867,-3.00004,1.06458,-0.00167044
50.75,-0.0973803,8.80601,-2.99466,1.04294,-0.00167044
50.8,-0.11756,8.82224,-2.9849,1.02059,-0.00167044
50.85,-0.138478,8.83536,-2.97071,0.997488,-0.00167044
50.9,-0.160142,8.84534,-2.95205,0.973562,-0.00167044
50.95,-0.182544,8.85222,-2.92891,0.948765,-0.00167045
51,-0.205663,8.85601,-2.90128,0.92306,-0.00167045
51.05,-0.229466,8.8568,-2.86917,0.896416,-0.00167045
51.1,-0.253906,8.85464,-2.8326,0.868811,-0.00167045
51.15,-0.278932,8.84965,-2.79162,0.840225,-0.00167045
51.2,-0.304481,8.84192,-2.74625,0.810641,-0.00167045
51.25,-0.330489,8.83156,-2.69656,0.780039,-0.00167045
51.3,-0.356886,8.8187,-2.64259,0.748397,-0.00167045
51.35,-0.383603,8.80345,-2.58439,0.715685,-0.00167045
51.4,-0.41057,8.78591,-2.52202,0.681869,-0.00167045
51.45,-0.437718,8.7662,-2.45553,0.646906,-0.00167045
51.5,-0.464981,8.74441,-2.38497,0.610748,-0.00167045
51.55,-0.492294,8.72063,-2.31038,0.573338,-0.00167045
51.6,-0.519596,8.69494,-2.23182,0.534617,-0.00167045
51.65,-0.546829,8.66741,-2.14932,0.494517,-0.00167045
51.7,-0.573936,8.6381,-2.06292,0.452973,-0.00167045
51.75,-0.600862,8.60706,-1.97267,0.409915,-0.00167045
51.8,-0.627554,8.57435,-1.87861,0.365274,-0.00167045
51.85,-0.653961,8.54,-1.78078,0.318987,-0.00167045
51.9,-0.680028,8.50406,-1.67924,0.270994,-0.00167045
51.95,-0.705704,8.46657,-1.57404,0.221246,-0.00167045
52,-0.730932,8.42758,-1.46523,0.169706,-0.00167045
52.05,-0.755654,8.38714,-1.3529,0.116356,-0.00167045
52.1,-0.779808,8.34531,-1.23714,0.0611964,-0.00167045
52.15,-0.803328,8.30214,-1.11806,0.00425676,-0.00167046
52.2,-0.826146,8.25772,-0.995788,-0.0544031,-0.00167046
52.25,-0.848185,8.21213,-0.870497,-0.114687,-0.00167046
52.3,-0.869369,8.16547,-0.74238,-0.17646,-0.00167046
52.35,-0.889616,8.11783,-0.611668,-0.239544,-0.00167046
52.4,-0.908844,8.06933,-0.478627,-0.303717,-0.00167046
52.45,-0.926967,8.02007,-0.343559,-0.368716,-0.00167046
52.5,-0.943903,7.97018,-0.206801,-0.434236,-0.00167046
52.55,-0.959572,7.91975,-0.0687159,-0.499936,-0.00167046
52.6,-0.973895,7.86889,0.0703045,-0.565447,-0.00167045
52.65,-0.9868,7.8177,0.209851,-0.630372,-0.00167045
52.7,-0.998223,7.76625,0.349502,-0.694301,-0.00167044
52.75,-1.0081,7.71461,0.488826,-0.756812,-0.00167044
52.8,-1.01639,7.66283,0.627391,-0.817477,-0.00167043
52.85,-1.02303,7.61092,0.764766,-0.875868,-0.00167042
52.9,-1.02799,7.5589,0.90052,-0.93156,-0.00167041
52.95,-1.03124,7.50676,1.03423,-0.984129,-0.0016704
53,-1.03274,7.45446,1.16546,-1.03316,-0.00167039
53.05,-1.03247,7.40195,1.2938,-1.07822,-0.00167038
53.1,-1.03041,7.34915,1.4188,-1.11889,-0.00167037
53.15,-1.02653,7.29597,1.54003,-1.15473,-0.00167035
53.2,-1.02081,7.2423,1.65702,-1.18528,-0.00167034
53.25,-1.01322,7.18798,1.76927,-1.21008,-0.00167032
53.3,-1.00372,7.13285,1.87626,-1.2286,-0.00167031
53.35,-0.992268,7.07672,1.9774,-1.24028,-0.00167029
53.4,-0.978808,7.01936,2.07206,-1.24451,-0.00167027
53.45,-0.963268,6.9605,2.15951,-1.24059,-0.00167024
53.5,-0.945557,6.89982,2.23895,-1.22776,-0.00167021
53.55,-0.925553,6.83694,2.30945,-1.20513,-0.00167017
53.6,-0.903101,6.77139,2.36996,-1.17169,-0.00167012
53.65,-0.877994,6.7026,2.41927,-1.12631,-0.00167005
53.7,-0.849962,6.62985,2.45603,-1.06768,-0.00166992
53.75,-0.818639,6.55219,2.47871,-0.994373,-0.00166969
53.8,-0.783528,6.46839,2.48571,-0.904907,-0.00166914
53.85,-0.743946,6.37675,2.47563,-0.798034,-0.00166766
53.9,-0.698944,6.27495,2.44813,-0.673592,-0.00166313
53.95,-0.647255,6.1599,2.40628,-0.534946,-0.0016484
54,-0.587494,6.02812,2.36303,-0.39547,-0.00160942
54.05,-0.519461,5.87883,2.35263,-0.290043,-0.00158995
54.1,-0.447141,5.721,2.42232,-0.266829,-0.00165556
54.15,-0.377986,5.57183,2.57329,-0.327986,-0.00172823
54.2,-0.316104,5.4407,2.75884,-0.427533,-0.00177849
54.25,-0.261351,5.32712,2.94375,-0.530649,-0.00179603
54.3,-0.21233,5.22782,3.11409,-0.623618,-0.00180139
54.35,-0.167734,5.13987,3.26608,-0.70278,-0.00180313
54.4,-0.126558,5.06108,3.3996,-0.768067,-0.00180376
54.45,-0.0880529,4.98992,3.51567,-0.820532,-0.00180401
54.5,-0.0516531,4.92529,3.61557,-0.861479,-0.00180412
54.55,-0.0169191,4.86642,3.70053,-0.892165,-0.00180418
54.6,0.0164992,4.81276,3.77169,-0.913707,-0.0018042
54.65,0.0488883,4.76393,3.82998,-0.927059,-0.00180422
54.7,0.0804879,4.71965,3.87621,-0.933021,-0.00180423
54.75,0.111503,4.67973,3.91105,-0.93225,-0.00180423
54.8,0.14211,4.64408,3.93503,-0.925278,-0.00180423
54.85,0.172464,4.61264,3.94861,-0.912529,-0.00180423
54.9,0.202702,4.58539,3.95211,-0.89433,-0.00180424
54.95,0.232942,4.56235,3.94581,-0.870928,-0.00180424
55,0.263286,4.54357,3.92991,-0.8425,-0.00180424
55.05,0.29382,4.52909,3.90456,-0.809164,-0.00180424
55.1,0.324616,4.51898,3.86987,-0.770997,-0.00180424
55.15,0.355723,4.5133,3.8259,-0.72804,-0.00180424
55.2,0.387177,4.5121,3.77274,-0.680314,-0.00180424
55.25,0.418992,4.51541,3.71044,-0.62783,-0.00180425
55.3,0.451161,4.52326,3.63906,-0.5706,-0.00180425
55.35,0.483657,4.53562,3.55869,-0.508649,-0.00180425
55.4,0.516432,4.55248,3.46944,-0.442025,-0.00180426
55.45,0.549415,4.57375,3.37147,-0.370812,-0.00180427
55.5,0.582515,4.59933,3.26496,-0.295135,-0.00180428
55.55,0.615623,4.62909,3.15018,-0.215176,-0.00180428
55.6,0.648611,4.66286,3.02744,-0.131177,-0.00180429
55.65,0.681334,4.70044,2.89714,-0.0434567,-0.0018043
55.7,0.713635,4.74162,2.75974,0.0475906,-0.00180431
55.75,0.745348,4.78613,2.6158,0.141485,-0.00180431
55.8,0.776298,4.83373,2.46596,0.237659,-0.00180432
55.85,0.806306,4.88414,2.31092,0.335464,-0.00180432
55.9,0.835196,4.93709,2.15148,0.434168,-0.00180431
55.95,0.862792,4.9923,1.98848,0.532972,-0.00180431
56,0.888925,5.04951,1.82285,0.631019,-0.00180429
56.05,0.913435,5.10847,1.65551,0.727414,-0.00180427
56.1,0.936174,5.16896,1.48742,0.821236,-0.00180425
56.15,0.957004,5.23078,1.31954,0.911557,-0.00180421
56.2,0.9758,5.29376,1.15282,0.997462,-0.00180418
56.25,0.992452,5.35776,0.988178,1.07806,-0.00180414
56.3,1.00686,5.42269,0.826493,1.15248,-0.0018041
56.35,1.01893,5.48849,0.668611,1.2199,-0.00180405
56.4,1.02859,5.55515,0.515337,1.27954,-0.001804
56.45,1.03576,5.62269,0.367441,1.33064,-0.00180395
56.5,1.04037,5.6912,0.225665,1.37249,-0.0018039
56.55,1.04233,5.7608,0.0907376,1.40438,-0.00180385
56.6,1.04156,5.83169,-0.0366116,1.4256,-0.00180379
56.65,1.03797,5.90413,-0.155634,1.43543,-0.00180372
56.7,1.03144,5.97845,-0.265541,1.43313,-0.00180364
56.75,1.0218,6.0551,-0.365488,1.4179,-0.00180355
56.8,1.00887,6.13465,-0.454556,1.38887,-0.00180343
56.85,0.992374,6.21783,-0.531757,1.34512,-0.00180325
56.9,0.971955,6.30564,-0.59608,1.28576,-0.00180292
56.95,0.947125,6.39937,-0.646656,1.21003,-0.00180221
57,0.917223,6.50077,-0.683218,1.11785,-0.00180037
57.05,0.881377,6.61211,-0.707347,1.01106,-0.00179511
57.1,0.838605,6.73605,-0.72559,0.896594,-0.00178145
57.15,0.788423,6.87417,-0.75551,0.792601,-0.00176472
57.2,0.732555,7.02304,-0.827703,0.730564,-0.00178039
57.25,0.676068,7.17142,-0.961188,0.730619,-0.00180347
57.3,0.623949,7.30817,-1.13743,0.775283,-0.00183218
57.35,0.577813,7.42996,-1.3266,0.835481,-0.00184856
57.4,0.537122,7.53828,-1.51149,0.894455,-0.0018546
57.45,0.500855,7.63561,-1.68552,0.945914,-0.00185668
57.5,0.468089,7.72409,-1.84699,0.988331,-0.00185743
57.55,0.438098,7.80533,-1.99606,1.02198,-0.00185772
57.6,0.41032,7.88051,-2.1335,1.04772,-0.00185785
57.65,0.384319,7.95052,-2.26026,1.06656,-0.0018579
57.7,0.359744,8.016,-2.37724,1.07946,-0.00185793
57.75,0.336311,8.07743,-2.48526,1.08727,-0.00185794
57.8,0.31378,8.13517,-2.58504,1.09076,-0.00185794
57.85,0.291947,8.18947,-2.67719,1.09054,-0.00185795
57.9,0.270632,8.24052,-2.76221,1.08716,-0.00185794
57.95,0.249674,8.28845,-2.84051,1.08105,-0.00185794
58,0.228927,8.33334,-2.91243,1.07255,-0.00185794
58.05,0.208256,8.37521,-2.97821,1.06194,-0.00185794
58.1,0.187535,8.41406,-3.03803,1.04941,-0.00185794
58.15,0.166644,8.44987,-3.092,1.03508,-0.00185794
58.2,0.145471,8.48256,-3.14017,1.01903,-0.00185794
58.25,0.123909,8.51207,-3.18254,1.00125,-0.00185794
58.3,0.101857,8.53827,-3.21904,0.981707,-0.00185793
58.35,0.0792199,8.56106,-3.24958,0.960305,-0.00185793
58.4,0.0559096,8.58031,-3.27401,0.936907,-0.00185793
58.45,0.0318467,8.59587,-3.29214,0.911343,-0.00185794
58.5,0.00696113,8.60761,-3.30378,0.883409,-0.00185794
58.55,-0.0188058,8.61539,-3.30869,0.852881,-0.00185794
58.6,-0.0454999,8.61907,-3.30663,0.819514,-0.00185794
58.65,-0.0731528,8.61854,-3.29735,0.783053,-0.00185794
58.7,-0.10178,8.6137,-3.2806,0.743239,-0.00185794
58.75,-0.131379,8.60447,-3.25613,0.699808,-0.00185795
58.8,-0.161931,8.59079,-3.22371,0.652502,-0.00185795
58.85,-0.193396,8.57263,-3.1831,0.601073,-0.00185795
58.9,-0.225715,8.54999,-3.13411,0.545281,-0.00185796
58.95,-0.258811,8.5229,-3.07655,0.484907,-0.00185796
59,-0.292585,8.49142,-3.01027,0.419756,-0.00185796
59.05,-0.326921,8.45565,-2.93516,0.349667,-0.00185797
59.1,-0.361682,8.4157,-2.85116,0.274525,-0.00185798
59.15,-0.396714,8.37173,-2.75827,0.194276,-0.00185798
59.2,-0.431846,8.32392,-2.65657,0.108944,-0.00185799
59.25,-0.466892,8.27249,-2.54625,0.0186457,-0.001858
59.3,-0.501654,8.21768,-2.4276,-0.0763853,-0.00185802
59.35,-0.53592,8.15973,-2.30103,-0.175789,-0.00185803
59.4,-0.569473,8.09893,-2.16711,-0.279065,-0.00185804
59.45,-0.602094,8.03555,-2.02653,-0.385568,-0.00185804
59.5,-0.633561,7.96989,-1.88012,-0.494512,-0.00185804
59.55,-0.663657,7.90222,-1.72886,-0.604976,-0.00185803
59.6,-0.692177,7.8328,-1.5738,-0.715927,-0.00185802
59.65,-0.718922,7.7619,-1.41612,-0.82624,-0.00185799
59.7,-0.743711,7.68972,-1.25702,-0.934726,-0.00185796
59.75,-0.766376,7.61646,-1.09775,-1.04016,-0.00185791
59.8,-0.786768,7.54225,-0.939581,-1.1413,-0.00185786
59.85,-0.804751,7.46721,-0.783748,-1.23693,-0.0018578
59.9,-0.820206,7.39139,-0.63147,-1.32583,-0.00185774
59.95,-0.833023,7.3148,-0.483929,-1.40686,-0.00185766
60,-0.843104,7.2374,-0.342271,-1.47886,-0.00185758
60.05,-0.850351,7.15908,-0.207613,-1.54075,-0.0018575
60.1,-0.854667,7.07967,-0.0810562,-1.59144,-0.00185741
60.15,-0.855947,6.99894,0.0362944,-1.62985,-0.0018573
60.2,-0.854067,6.91656,0.143303,-1.65487,-0.00185719
60.25,-0.848878,6.83212,0.238775,-1.66534,-0.00185705
60.3,-0.840187,6.74507,0.321425,-1.66003,-0.00185688
60.35,-0.827743,6.65468,0.389847,-1.63757,-0.00185666
60.4,-0.811204,6.55999,0.44251,-1.59652,-0.00185632
60.45,-0.790095,6.45974,0.477817,-1.53537,-0.00185568
60.5,-0.763757,6.35217,0.49436,-1.45286,-0.00185417
60.55,-0.731261,6.23483,0.491738,-1.34877,-0.00184976
60.6,-0.691368,6.10448,0.473029,-1.22647,-0.00183558
60.65,-0.642775,5.95753,0.451483,-1.09965,-0.00180008
60.7,-0.585606,5.7935,0.461933,-1.00384,-0.00179609
60.75,-0.524533,5.6223,0.549339,-0.985038,-0.00185346
60.8,-0.467304,5.46109,0.709497,-1.04012,-0.00191386
60.85,-0.417745,5.31794,0.896739,-1.12425,-0.00195514
60.9,-0.375556,5.19159,1.08021,-1.20703,-0.00196911
60.95,-0.339358,5.07852,1.24885,-1.27764,-0.00197335
61,-0.307903,4.9757,1.40031,-1.33392,-0.00197475
61.05,-0.280244,4.88087,1.53526,-1.37661,-0.00197527
61.1,-0.255682,4.79245,1.6552,-1.40726,-0.00197548
61.15,-0.233693,4.70924,1.76176,-1.42757,-0.00197559
61.2,-0.213877,4.63039,1.8565,-1.4391,-0.00197564
61.25,-0.195916,4.55523,1.94079,-1.44327,-0.00197567
61.3,-0.179555,4.48326,2.01587,-1.44131,-0.00197569
61.35,-0.164583,4.41408,2.08279,-1.43431,-0.0019757
61.4,-0.150821,4.34738,2.1425,-1.42321,-0.00197571
61.45,-0.138114,4.28292,2.19581,-1.40884,-0.00197571
61.5,-0.126326,4.22049,2.24344,-1.39193,-0.00197571
61.55,-0.115334,4.15994,2.28602,-1.37311,-0.00197571
61.6,-0.105025,4.10115,2.3241,-1.35295,-0.00197571
61.65,-0.0952971,4.04401,2.35817,-1.33192,-0.00197571
61.7,-0.0860515,3.98847,2.38864,-1.31046,-0.0019757
61.75,-0.0771962,3.93448,2.41587,-1.28891,-0.0019757
61.8,-0.0686431,3.88199,2.44016,-1.2676,-0.0019757
61.85,-0.0603078,3.83099,2.46177,-1.24679,-0.0019757
61.9,-0.0521094,3.78147,2.48091,-1.22667,-0.0019757
61.95,-0.0439707,3.73344,2.49775,-1.20743,-0.00197569
62,-0.0358193,3.68691,2.51241,-1.18919,-0.00197569
62.05,-0.0275881,3.64188,2.52497,-1.17204,-0.00197569
62.1,-0.019217,3.59836,2.53549,-1.15603,-0.00197569
62.15,-0.0106551,3.55635,2.544,-1.1412,-0.00197569
62.2,-0.00186183,3.51582,2.5505,-1.12754,-0.00197569
62.25,0.00719002,3.47676,2.55498,-1.11506,-0.00197569
62.3,0.016513,3.43908,2.55741,-1.10372,-0.00197569
62.35,0.0261031,3.4027,2.55778,-1.09351,-0.0019757
62.4,0.0359396,3.36749,2.55605,-1.08438,-0.0019757
62.45,0.0459845,3.33328,2.5522,-1.07631,-0.0019757
62.5,0.0561846,3.29989,2.54623,-1.06929,-0.0019757
62.55,0.0664733,3.26708,2.53812,-1.06331,-0.0019757
62.6,0.0767747,3.23463,2.52789,-1.05836,-0.0019757
62.65,0.0870071,3.20228,2.51556,-1.05446,-0.0019757
62.7,0.0970878,3.16977,2.50114,-1.05161,-0.0019757
62.75,0.106938,3.13686,2.48469,-1.04986,-0.0019757
62.8,0.116487,3.10331,2.46627,-1.04923,-0.0019757
62.85,0.125674,3.06893,2.44593,-1.04978,-0.00197569
62.9,0.134454,3.03354,2.42375,-1.05157,-0.00197569
62.95,0.142799,2.99699,2.39983,-1.05467,-0.00197569
63,0.150693,2.95919,2.37425,-1.05916,-0.00197569
63.05,0.15814,2.92005,2.34711,-1.06512,-0.00197569
63.1,0.165158,2.87952,2.3185,-1.07263,-0.00197569
63.15,0.171778,2.83758,2.2885,-1.08174,-0.00197568
63.2,0.178041,2.79422,2.25718,-1.09252,-0.00197568
63.25,0.183999,2.74944,2.22459,-1.105,-0.00197568
63.3,0.189713,2.70326,2.19075,-1.11919,-0.00197568
63.35,0.195247,2.6557,2.15564,-1.13507,-0.00197569
63.4,0.200671,2.60675,2.11923,-1.15258,-0.00197569
63.45,0.206059,2.55644,2.08144,-1.17163,-0.00197569
63.5,0.211488,2.50476,2.04215,-1.1921,-0.00197569
63.55,0.217039,2.45171,2.0012,-1.21382,-0.00197569
63.6,0.222793,2.39726,1.95838,-1.23658,-0.0019757
63.65,0.228837,2.3414,1.91345,-1.2601,-0.0019757
63.7,0.23526,2.28406,1.8661,-1.28409,-0.0019757
63.75,0.242156,2.22519,1.81598,-1.30818,-0.00197571
63.8,0.249623,2.16469,1.76268,-1.33195,-0.00197571
63.85,0.257768,2.10247,1.70572,-1.35491,-0.00197571
63.9,0.266707,2.03837,1.64457,-1.37651,-0.00197571
63.95,0.276565,1.97223,1.5786,-1.39612,-0.00197571
64,0.287485,1.90384,1.5071,-1.413,-0.00197571
64.05,0.299628,1.83293,1.42927,-1.42635,-0.0019757
64.1,0.31318,1.75916,1.34418,-1.43521,-0.00197568
