t,phi1,phi2,phi1dot,phi2dot,deltaE
84.95,-0.837609,-23.8405,0.867507,-1.3104,-0.00314206
85,-0.841775,-23.9117,0.989433,-1.36819,-0.00314202
85.05,-0.843532,-23.983,1.10589,-1.41898,-0.00314199
85.1,-0.842843,-24.0546,1.21608,-1.462,-0.00314195
85.15,-0.839665,-24.1267,1.31919,-1.49643,-0.0031419
85.2,-0.833942,-24.1995,1.41436,-1.52143,-0.00314185
85.25,-0.825604,-24.2735,1.50067,-1.5361,-0.00314179
85.3,-0.814557,-24.3489,1.57713,-1.53946,-0.00314173
85.35,-0.800676,-24.4262,1.64262,-1.53043,-0.00314165
85.4,-0.783792,-24.506,1.69586,-1.50778,-0.00314155
85.45,-0.763676,-24.589,1.73542,-1.47012,-0.0031414
85.5,-0.740016,-24.6761,1.75966,-1.41587,-0.00314118
85.55,-0.712379,-24.7684,1.76674,-1.34327,-0.00314075
85.6,-0.68016,-24.8676,1.75477,-1.25055,-0.00313973
85.65,-0.642496,-24.9758,1.72225,-1.13637,-0.00313679
85.7,-0.598169,-25.0961,1.66961,-1.00135,-0.00312688
85.75,-0.545588,-25.2325,1.60382,-0.852798,-0.00309331
85.8,-0.483426,-25.3887,1.55046,-0.716778,-0.0030312
85.85,-0.413497,-25.5612,1.56505,-0.649574,-0.00309792
85.9,-0.34364,-25.7323,1.68416,-0.688719,-0.0031968
85.95,-0.281173,-25.8857,1.8656,-0.792839,-0.00328812
86,-0.227356,-26.0191,2.05647,-0.909504,-0.00332321
86.05,-0.180736,-26.136,2.23368,-1.01587,-0.00333313
86.1,-0.139714,-26.2404,2.39108,-1.1059,-0.00333608
86.15,-0.103064,-26.3351,2.52839,-1.17935,-0.00333707
86.2,-0.0698961,-26.4221,2.64706,-1.23773,-0.00333745
86.25,-0.0395598,-26.5028,2.74894,-1.28289,-0.00333761
86.3,-0.0115652,-26.5783,2.83581,-1.31662,-0.0033377
86.35,0.0144666,-26.6494,2.90926,-1.34053,-0.00333774
86.4,0.0388377,-26.7166,2.9707,-1.356,-0.00333777
86.45,0.0617952,-26.7802,3.02135,-1.36427,-0.00333778
86.5,0.0835469,-26.8407,3.06225,-1.36637,-0.00333779
86.55,0.104271,-26.8984,3.09433,-1.36322,-0.0033378
86.6,0.124125,-26.9532,3.11836,-1.3556,-0.0033378
86.65,0.143248,-27.0055,3.13505,-1.34418,-0.0033378
86.7,0.16177,-27.0553,3.14497,-1.32956,-0.0033378
86.75,0.179807,-27.1026,3.14865,-1.31222,-0.0033378
86.8,0.197469,-27.1475,3.14651,-1.29259,-0.0033378
86.85,0.21486,-27.19,3.13893,-1.27104,-0.0033378
86.9,0.232075,-27.23,3.12622,-1.24786,-0.0033378
86.95,0.249205,-27.2675,3.10865,-1.2233,-0.0033378
87,0.266333,-27.3026,3.08645,-1.19756,-0.00333779
87.05,0.283535,-27.335,3.05979,-1.1708,-0.00333779
87.1,0.300876,-27.3649,3.02882,-1.14314,-0.00333779
87.15,0.318414,-27.3921,2.99368,-1.11468,-0.00333779
87.2,0.336193,-27.4167,2.95448,-1.08549,-0.00333779
87.25,0.354246,-27.4385,2.91132,-1.05563,-0.00333779
87.3,0.372591,-27.4577,2.86429,-1.02516,-0.00333779
87.35,0.391233,-27.4743,2.81349,-0.994111,-0.00333779
87.4,0.410164,-27.4882,2.75902,-0.962528,-0.00333779
87.45,0.429362,-27.4996,2.70098,-0.930448,-0.00333779
87.5,0.448792,-27.5086,2.63949,-0.897906,-0.00333779
87.55,0.468412,-27.5152,2.57465,-0.864937,-0.00333779
87.6,0.488168,-27.5196,2.50657,-0.831573,-0.00333779
87.65,0.508003,-27.522,2.43539,-0.797842,-0.00333779
87.7,0.527854,-27.5224,2.36121,-0.763767,-0.00333779
87.75,0.547656,-27.521,2.28415,-0.729367,-0.00333779
87.8,0.567344,-27.518,2.20432,-0.694651,-0.00333779
87.85,0.586855,-27.5135,2.12185,-0.659626,-0.00333779
87.9,0.606124,-27.5076,2.03683,-0.624291,-0.00333779
87.95,0.625094,-27.5004,1.94937,-0.588641,-0.00333779
88,0.643709,-27.4921,1.85958,-0.552665,-0.00333779
88.05,0.661915,-27.4828,1.76756,-0.51635,-0.00333779
88.1,0.679667,-27.4724,1.67339,-0.479679,-0.00333779
88.15,0.69692,-27.4612,1.57719,-0.442636,-0.00333779
88.2,0.713636,-27.4492,1.47904,-0.4052,-0.00333779
88.25,0.729779,-27.4364,1.37903,-0.367352,-0.00333779
88.3,0.745319,-27.423,1.27726,-0.329073,-0.00333779
88.35,0.760228,-27.4088,1.17381,-0.290343,-0.00333779
88.4,0.774484,-27.394,1.06878,-0.251144,-0.00333779
88.45,0.788065,-27.3785,0.962257,-0.21146,-0.00333779
88.5,0.800956,-27.3625,0.854321,-0.171274,-0.00333779
88.55,0.81314,-27.3458,0.745062,-0.130575,-0.00333779
88.6,0.824608,-27.3285,0.634566,-0.0893486,-0.00333779
88.65,0.835347,-27.3106,0.522918,-0.0475873,-0.00333779
88.7,0.845352,-27.2921,0.410203,-0.00528412,-0.00333779
88.75,0.854615,-27.273,0.296506,0.0375646,-0.00333779
88.8,0.863132,-27.2532,0.181912,0.0809593,-0.00333779
88.85,0.870898,-27.2327,0.0665067,0.124896,-0.00333779
88.9,0.877911,-27.2116,-0.0496215,0.169368,-0.00333779
88.95,0.884168,-27.1897,-0.166384,0.21436,-0.00333779
89,0.889665,-27.1671,-0.283689,0.259856,-0.00333779
89.05,0.894401,-27.1437,-0.401441,0.30583,-0.00333779
89.1,0.898372,-27.1196,-0.519542,0.352248,-0.00333779
89.15,0.901573,-27.0946,-0.637886,0.399071,-0.00333779
89.2,0.904,-27.0688,-0.756364,0.446249,-0.00333779
89.25,0.905646,-27.0422,-0.874856,0.49372,-0.00333779
89.3,0.906502,-27.0147,-0.993237,0.541413,-0.00333779
89.35,0.906561,-26.9863,-1.11137,0.589242,-0.00333779
89.4,0.90581,-26.957,-1.22911,0.63711,-0.00333779
89.45,0.904236,-26.9269,-1.34629,0.684902,-0.00333779
89.5,0.901826,-26.8957,-1.46274,0.732489,-0.00333779
89.55,0.898562,-26.8637,-1.57827,0.779721,-0.00333779
89.6,0.894426,-26.8307,-1.69268,0.826435,-0.00333779
89.65,0.889399,-26.7966,-1.80574,0.872442,-0.00333779
89.7,0.883459,-26.7616,-1.91721,0.917534,-0.00333779
89.75,0.876583,-26.7256,-2.02682,0.961482,-0.00333779
89.8,0.868746,-26.6885,-2.13428,1.00403,-0.00333779
89.85,0.85992,-26.6503,-2.23929,1.04489,-0.00333779
89.9,0.850076,-26.6109,-2.34148,1.08375,-0.00333779
89.95,0.839182,-26.5704,-2.44049,1.12028,-0.00333779
90,0.827201,-26.5285,-2.53591,1.15408,-0.00333779
90.05,0.814093,-26.4854,-2.62728,1.18474,-0.00333778
90.1,0.799813,-26.4408,-2.71411,1.21179,-0.00333778
90.15,0.784311,-26.3946,-2.79585,1.23472,-0.00333777
90.2,0.767525,-26.3468,-2.8719,1.25295,-0.00333776
90.25,0.749389,-26.2971,-2.94158,1.26585,-0.00333775
90.3,0.729819,-26.2455,-3.00414,1.27271,-0.00333774
90.35,0.70872,-26.1916,-3.05874,1.2727,-0.00333772
90.4,0.685975,-26.1352,-3.10444,1.26493,-0.0033377
90.45,0.661443,-26.0761,-3.14014,1.24837,-0.00333768
90.5,0.634948,-26.0137,-3.16464,1.22183,-0.00333764
90.55,0.606272,-25.9476,-3.17652,1.18396,-0.00333758
90.6,0.575134,-25.8773,-3.17418,1.13322,-0.00333748
90.65,0.541168,-25.8017,-3.1558,1.06784,-0.0033373
90.7,0.50389,-25.7199,-3.11935,0.985886,-0.00333689
90.75,0.462637,-25.6303,-3.06271,0.885337,-0.00333584
90.8,0.416485,-25.5307,-2.9842,0.764615,-0.00333265
90.85,0.364137,-25.4181,-2.88406,0.624132,-0.00332169
90.9,0.303879,-25.2884,-2.76931,0.471119,-0.00328351
90.95,0.234174,-25.1378,-2.66658,0.332517,-0.00320557
91,0.15657,-24.9695,-2.6359,0.26876,-0.00327948
91.05,0.0790346,-24.8018,-2.71964,0.322677,-0.00341006
91.1,0.00928963,-24.6524,-2.87242,0.449154,-0.00352272
91.15,-0.0513759,-24.5242,-3.03537,0.589413,-0.00356463
91.2,-0.104554,-24.4131,-3.18298,0.717934,-0.00357614
91.25,-0.151954,-24.3153,-3.30853,0.827958,-0.00357949
91.3,-0.19487,-24.2277,-3.41175,0.919163,-0.0035806
91.35,-0.234233,-24.1484,-3.49424,0.993097,-0.00358103
91.4,-0.270721,-24.0758,-3.55797,1.05171,-0.00358121
91.45,-0.304841,-24.009,-3.60487,1.09687,-0.0035813
91.5,-0.336984,-23.9472,-3.63667,1.13026,-0.00358135
91.55,-0.367458,-23.8898,-3.65485,1.15335,-0.00358138
91.6,-0.396513,-23.8364,-3.66073,1.16741,-0.00358139
91.65,-0.424357,-23.7868,-3.65544,1.17353,-0.00358141
91.7,-0.451168,-23.7406,-3.63996,1.17266,-0.00358141
91.75,-0.477095,-23.6978,-3.61513,1.16561,-0.00358142
91.8,-0.502271,-23.6582,-3.58172,1.15309,-0.00358142
91.85,-0.526813,-23.6217,-3.54035,1.1357,-0.00358142
91.9,-0.550822,-23.5883,-3.49161,1.11398,-0.00358142
91.95,-0.574389,-23.5579,-3.43599,1.08838,-0.00358142
92,-0.597594,-23.5306,-3.37394,1.0593,-0.00358142
92.05,-0.620505,-23.5063,-3.30586,1.02707,-0.00358142
92.1,-0.643182,-23.4849,-3.23208,0.992008,-0.00358142
92.15,-0.665673,-23.4666,-3.15294,0.954359,-0.00358142
92.2,-0.688015,-23.4513,-3.06872,0.914352,-0.00358142
92.25,-0.710236,-23.439,-2.97968,0.872188,-0.00358141
92.3,-0.732352,-23.4297,-2.88608,0.828043,-0.00358141
92.35,-0.754369,-23.4234,-2.78814,0.782075,-0.00358141
92.4,-0.776282,-23.4199,-2.68608,0.734428,-0.00358141
92.45,-0.798078,-23.4194,-2.58012,0.685232,-0.00358141
92.5,-0.819735,-23.4216,-2.47047,0.634608,-0.00358141
92.55,-0.841219,-23.4266,-2.35731,0.582667,-0.00358141
92.6,-0.862494,-23.4342,-2.24085,0.529514,-0.00358141
92.65,-0.883513,-23.4443,-2.12127,0.475251,-0.00358141
92.7,-0.904228,-23.4569,-1.99876,0.419972,-0.00358141
92.75,-0.924582,-23.4719,-1.87349,0.363773,-0.00358141
92.8,-0.944519,-23.489,-1.74565,0.30675,-0.00358141
92.85,-0.963976,-23.5082,-1.61541,0.248997,-0.00358141
92.9,-0.98289,-23.5294,-1.48296,0.190617,-0.00358141
92.95,-1.0012,-23.5524,-1.34847,0.131715,-0.00358141
93,-1.01883,-23.5771,-1.21213,0.0724077,-0.00358141
93.05,-1.03573,-23.6034,-1.07413,0.0128176,-0.00358141
93.1,-1.05182,-23.6311,-0.934664,-0.0469204,-0.00358141
93.15,-1.06705,-23.6602,-0.793932,-0.10666,-0.00358141
93.2,-1.08134,-23.6905,-0.652139,-0.166244,-0.00358141
93.25,-1.09465,-23.7218,-0.509501,-0.225503,-0.00358141
93.3,-1.1069,-23.7541,-0.366235,-0.284256,-0.00358141
93.35,-1.11804,-23.7873,-0.222565,-0.342314,-0.00358141
93.4,-1.12802,-23.8213,-0.0787209,-0.399477,-0.00358141
93.45,-1.1368,-23.8559,0.0650666,-0.45554,-0.0035814
93.5,-1.14432,-23.8911,0.208563,-0.510291,-0.0035814
93.55,-1.15055,-23.9269,0.351533,-0.563514,-0.0035814
93.6,-1.15545,-23.9632,0.493738,-0.614988,-0.00358139
93.65,-1.15899,-24,0.634942,-0.66449,-0.00358139
93.7,-1.16113,-24.0372,0.774902,-0.711794,-0.00358139
93.75,-1.16186,-24.0748,0.913375,-0.756669,-0.00358138
93.8,-1.16115,-24.1129,1.05011,-0.798881,-0.00358138
93.85,-1.15898,-24.1514,1.18486,-0.838185,-0.00358137
93.9,-1.15534,-24.1905,1.31736,-0.874329,-0.00358137
93.95,-1.15019,-24.2301,1.44731,-0.907048,-0.00358136
94,-1.14354,-24.2703,1.57443,-0.936059,-0.00358136
94.05,-1.13534,-24.3112,1.6984,-0.961058,-0.00358135
94.1,-1.12559,-24.3529,1.81886,-0.981714,-0.00358135
94.15,-1.11425,-24.3955,1.93544,-0.997664,-0.00358134
94.2,-1.10129,-24.4393,2.0477,-1.00851,-0.00358133
94.25,-1.08667,-24.4842,2.15518,-1.01379,-0.00358132
94.3,-1.07033,-24.5306,2.25733,-1.01302,-0.00358131
94.35,-1.05221,-24.5786,2.35356,-1.00563,-0.0035813
94.4,-1.03223,-24.6285,2.44319,-0.990963,-0.00358128
94.45,-1.01028,-24.6807,2.52544,-0.968302,-0.00358126
94.5,-0.986237,-24.7354,2.59943,-0.936813,-0.00358123
94.55,-0.95992,-24.7933,2.66417,-0.895553,-0.00358119
94.6,-0.931111,-24.8547,2.7185,-0.843459,-0.00358112
94.65,-0.899521,-24.9206,2.76117,-0.779349,-0.003581
94.7,-0.864767,-24.9917,2.79082,-0.70197,-0.00358074
94.75,-0.826333,-25.0694,2.80614,-0.610139,-0.0035801
94.8,-0.783519,-25.1553,2.80623,-0.503143,-0.00357836
94.85,-0.735386,-25.2518,2.79173,-0.381829,-0.00357312
94.9,-0.680764,-25.3615,2.76758,-0.25148,-0.00355766
94.95,-0.618637,-25.4871,2.74957,-0.128373,-0.00352705
95,-0.549685,-25.6271,2.77148,-0.0469872,-0.00353069
95.05,-0.478455,-25.771,2.86642,-0.041376,-0.00357334
95.1,-0.411044,-25.9044,3.02277,-0.100847,-0.00362257
95.15,-0.3501,-26.0212,3.20161,-0.187137,-0.00365317
95.2,-0.295231,-26.1222,3.37698,-0.274647,-0.00366427
95.25,-0.245244,-26.2101,3.53833,-0.353041,-0.00366793
95.3,-0.199031,-26.2873,3.68249,-0.419278,-0.00366921
95.35,-0.155726,-26.3556,3.80912,-0.473076,-0.00366971
95.4,-0.114671,-26.4162,3.91883,-0.51509,-0.00366991
95.45,-0.0753593,-26.4701,4.01248,-0.546217,-0.00367001
95.5,-0.0373944,-26.5179,4.09095,-0.567338,-0.00367006
95.55,-0.000459215,-26.56,4.15499,-0.579234,-0.00367009
95.6,0.0357048,-26.5969,4.20528,-0.58256,-0.0036701
95.65,0.0713108,-26.6285,4.24233,-0.577843,-0.00367011
95.7,0.106536,-26.6552,4.26656,-0.565498,-0.00367012
95.75,0.141526,-26.6769,4.27831,-0.545843,-0.00367013
95.8,0.176403,-26.6938,4.27783,-0.519111,-0.00367013
95.85,0.21126,-26.7057,4.2653,-0.485472,-0.00367014
95.9,0.246169,-26.7128,4.24087,-0.445046,-0.00367014
95.95,0.28118,-26.7149,4.20465,-0.397926,-0.00367015
96,0.316315,-26.7121,4.15677,-0.344189,-0.00367016
96.05,0.351575,-26.7044,4.09734,-0.283919,-0.00367017
96.1,0.386935,-26.6917,4.02651,-0.217227,-0.00367018
96.15,0.422345,-26.6742,3.94448,-0.144262,-0.00367019
96.2,0.457732,-26.6519,3.85152,-0.0652372,-0.0036702
96.25,0.492997,-26.625,3.74797,0.0195609,-0.00367022
96.3,0.528018,-26.5934,3.63426,0.109753,-0.00367023
96.35,0.562656,-26.5575,3.51094,0.204856,-0.00367025
96.4,0.596749,-26.5173,3.37866,0.304276,-0.00367026
96.45,0.630125,-26.4732,3.2382,0.407301,-0.00367027
96.5,0.662598,-26.4254,3.09044,0.513101,-0.00367028
96.55,0.693975,-26.374,2.93639,0.620735,-0.00367028
96.6,0.72406,-26.3195,2.77715,0.729157,-0.00367027
96.65,0.752659,-26.262,2.61389,0.837238,-0.00367026
96.7,0.779579,-26.2018,2.44788,0.943776,-0.00367023
96.75,0.804637,-26.1392,2.28041,1.04752,-0.00367019
96.8,0.827655,-26.0742,2.11279,1.14721,-0.00367014
96.85,0.848468,-26.0072,1.94634,1.24154,-0.00367008
96.9,0.866917,-25.9382,1.78239,1.32925,-0.00367
96.95,0.882855,-25.8673,1.6222,1.40911,-0.00366992
97,0.896139,-25.7946,1.46704,1.47987,-0.00366983
97.05,0.906629,-25.7199,1.31812,1.54038,-0.00366973
97.1,0.914181,-25.6433,1.17664,1.58946,-0.00366961
97.15,0.918644,-25.5644,1.04378,1.62598,-0.00366949
97.2,0.919845,-25.483,0.920719,1.6488,-0.00366934
97.25,0.917581,-25.3988,0.808657,1.65679,-0.00366917
97.3,0.911601,-25.311,0.708827,1.64877,-0.00366895
97.35,0.901582,-25.2189,0.622474,1.62359,-0.00366863
97.4,0.887096,-25.1214,0.550773,1.58018,-0.00366809
97.45,0.867571,-25.017,0.494558,1.51786,-0.00366694
97.5,0.842247,-24.9038,0.453552,1.43711,-0.00366397
97.55,0.810201,-24.7791,0.424346,1.34165,-0.00365597
97.6,0.770666,-24.6408,0.395804,1.24309,-0.00364127
97.65,0.724242,-24.4895,0.343527,1.16655,-0.00364421
97.7,0.674745,-24.3333,0.240235,1.14028,-0.00366249
97.75,0.627858,-24.1846,0.0882948,1.16301,-0.00368304
97.8,0.58675,-24.0499,-0.0846764,1.20797,-0.00370214
97.85,0.551613,-23.9294,-0.257203,1.25422,-0.00371034
97.9,0.52156,-23.8206,-0.420096,1.29293,-0.00371322
97.95,0.495636,-23.7211,-0.570769,1.3217,-0.00371425
98,0.473053,-23.629,-0.709255,1.34071,-0.00371465
98.05,0.453204,-23.5431,-0.836497,1.351,-0.00371482
98.1,0.435617,-23.4623,-0.953676,1.35382,-0.0037149
98.15,0.419921,-23.3856,-1.06197,1.35039,-0.00371493
98.2,0.405817,-23.3127,-1.16246,1.34186,-0.00371495
98.25,0.393063,-23.243,-1.25612,1.32922,-0.00371496
98.3,0.38145,-23.1761,-1.34381,1.31336,-0.00371496
98.35,0.370804,-23.1118,-1.42627,1.29505,-0.00371496
98.4,0.360968,-23.0498,-1.50416,1.27497,-0.00371496
98.45,0.351806,-22.9899,-1.57804,1.2537,-0.00371496
98.5,0.343193,-22.9321,-1.64841,1.23176,-0.00371496
98.55,0.335012,-22.8762,-1.71567,1.20957,-0.00371495
98.6,0.327158,-22.8221,-1.78019,1.18752,-0.00371495
98.65,0.319528,-22.7698,-1.84227,1.16592,-0.00371495
98.7,0.312027,-22.7193,-1.90216,1.14502,-0.00371494
98.75,0.304562,-22.6704,-1.96003,1.12504,-0.00371494
98.8,0.297042,-22.6233,-2.01605,1.10614,-0.00371494
98.85,0.28938,-22.578,-2.07032,1.08844,-0.00371494
98.9,0.281492,-22.5344,-2.1229,1.07201,-0.00371494
98.95,0.273294,-22.4926,-2.1738,1.0569,-0.00371494
99,0.264705,-22.4526,-2.22302,1.0431,-0.00371494
99.05,0.255649,-22.4146,-2.27051,1.0306,-0.00371494
99.1,0.24605,-22.3786,-2.31619,1.01932,-0.00371494
99.15,0.235839,-22.3446,-2.35995,1.00919,-0.00371494
99.2,0.224951,-22.3127,-2.40167,1.0001,-0.00371494
99.25,0.21333,-22.2831,-2.44122,0.991938,-0.00371494
99.3,0.200926,-22.2556,-2.47843,0.98457,-0.00371494
99.35,0.187701,-22.2304,-2.51315,0.977868,-0.00371494
99.4,0.173629,-22.2075,-2.54523,0.971705,-0.00371495
99.45,0.158696,-22.1869,-2.57453,0.965962,-0.00371495
99.5,0.142901,-22.1685,-2.60091,0.960533,-0.00371495
99.55,0.126258,-22.1524,-2.62426,0.955331,-0.00371495
99.6,0.108798,-22.1384,-2.64448,0.950283,-0.00371495
99.65,0.0905622,-22.1264,-2.6615,0.945336,-0.00371495
99.7,0.0716082,-22.1163,-2.67526,0.940455,-0.00371496
99.75,0.0520042,-22.108,-2.68572,0.935617,-0.00371496
99.8,0.0318294,-22.1012,-2.69287,0.930814,-0.00371496
99.85,0.0111717,-22.0957,-2.69668,0.926043,-0.00371496
99.9,-0.00987357,-22.0914,-2.69715,0.92131,-0.00371496
99.95,-0.0312056,-22.088,-2.6943,0.916621,-0.00371496
100,-0.0527196,-22.0853,-2.68814,0.911984,-0.00371496
