K,V,E,T,Eerr
66.3036,-7.50107,58.8025,82.5194,-4.8016e-05
66.318,-7.51516,58.8028,82.5373,-4.28582e-05
66.2822,-7.47883,58.8034,82.4928,-3.32022e-05
66.2041,-7.39991,58.8042,82.3956,-1.93537e-05
66.0955,-7.29018,58.8053,82.2604,-3.99926e-07
65.9725,-7.16576,58.8067,82.1073,2.3769e-05
65.8552,-7.04691,58.8083,81.9613,5.01619e-05
65.7651,-6.95552,58.8096,81.8493,7.27135e-05
65.7203,-6.91006,58.8103,81.7935,8.39482e-05
65.7293,-6.91934,58.81,81.8047,7.89482e-05
65.7877,-6.97883,58.8089,81.8773,5.98236e-05
65.8798,-7.07242,58.8074,81.992,3.44982e-05
65.9847,-7.17866,58.806,82.1225,1.14665e-05
66.0832,-7.27813,58.8051,82.2451,-4.16717e-06
66.1615,-7.35684,58.8046,82.3425,-1.18584e-05
66.2114,-7.40689,58.8045,82.4047,-1.37477e-05
66.2304,-7.42586,58.8046,82.4284,-1.27334e-05
66.2186,-7.41397,58.8047,82.4137,-1.14299e-05
66.1769,-7.37224,58.8047,82.3618,-1.08392e-05
66.1062,-7.30155,58.8047,82.2738,-1.11716e-05
66.0075,-7.20276,58.8047,82.1508,-1.08399e-05
65.883,-7.07806,58.8049,81.9959,-7.25638e-06
65.7387,-6.93317,58.8055,81.8163,2.82327e-06
65.5863,-6.77976,58.8065,81.6267,2.03335e-05
65.4438,-6.63601,58.8078,81.4493,4.18461e-05
65.332,-6.52326,58.8087,81.3102,5.76846e-05
65.266,-6.45749,58.8085,81.2281,5.45159e-05
65.245,-6.43837,58.8067,81.202,2.26173e-05
65.2448,-6.44174,58.8031,81.2017,-3.83855e-05
65.2184,-6.42012,58.7983,81.1689,-0.00011917
65.1056,-6.31208,58.7935,81.0284,-0.000200853
64.8521,-6.06126,58.7909,80.7129,-0.000246232
64.4442,-5.65038,58.7938,80.2053,-0.00019543
63.9546,-5.14978,58.8048,79.5959,-8.70114e-06
63.5577,-4.73913,58.8186,79.1019,0.000224924
63.4444,-4.6218,58.8226,78.9609,0.000293508
63.6671,-4.85429,58.8128,79.2382,0.0001277
64.0928,-5.29294,58.7999,79.7679,-9.3122e-05
64.5268,-5.7335,58.7933,80.308,-0.000204875
64.8449,-6.05139,58.7935,80.7039,-0.000201737
65.0172,-6.22047,58.7967,80.9184,-0.000146204
65.0677,-6.26737,58.8003,80.9813,-8.50196e-05
65.0346,-6.23136,58.8032,80.94,-3.63369e-05
64.9514,-6.14625,58.8052,80.8365,-2.89288e-06
64.8425,-6.03604,58.8064,80.7009,1.8555e-05
64.7235,-5.91628,58.8072,80.5528,3.14839e-05
64.604,-5.79635,58.8076,80.4041,3.89108e-05
64.4895,-5.68161,58.8078,80.2616,4.2682e-05
64.3828,-5.57482,58.808,80.1288,4.47491e-05
64.2853,-5.47727,58.808,80.0075,4.5283e-05
64.1975,-5.38946,58.808,79.8982,4.51588e-05
64.1192,-5.31121,58.808,79.8007,4.47029e-05
64.0502,-5.24227,58.8079,79.7149,4.40552e-05
63.99,-5.18211,58.8079,79.64,4.31907e-05
63.9376,-5.12978,58.8078,79.5748,4.23094e-05
63.8925,-5.08471,58.8078,79.5186,4.15076e-05
63.8544,-5.04666,58.8077,79.4712,4.07006e-05
63.8228,-5.01516,58.8077,79.4319,3.98579e-05
63.797,-4.98936,58.8076,79.3998,3.9092e-05
63.7763,-4.96874,58.8076,79.3741,3.84497e-05
63.7604,-4.95282,58.8076,79.3542,3.76364e-05
63.7486,-4.94108,58.8075,79.3395,3.67629e-05
63.7404,-4.93299,58.8074,79.3294,3.57961e-05
63.7353,-4.9279,58.8074,79.323,3.46994e-05
63.7324,-4.92511,58.8073,79.3194,3.33642e-05
63.731,-4.92373,58.8072,79.3176,3.2022e-05
63.7299,-4.92276,58.8071,79.3162,3.03014e-05
63.728,-4.92096,58.807,79.3139,2.83998e-05
63.7238,-4.91691,58.8069,79.3087,2.62194e-05
63.7158,-4.90904,58.8067,79.2987,2.40122e-05
63.7023,-4.8957,58.8066,79.2819,2.18716e-05
63.6819,-4.87539,58.8065,79.2566,2.03073e-05
63.6542,-4.84771,58.8065,79.2221,2.01894e-05
63.6193,-4.81267,58.8066,79.1786,2.12284e-05
63.5776,-4.77087,58.8068,79.1268,2.43905e-05
63.5324,-4.72532,58.8071,79.0705,2.97287e-05
63.4884,-4.68086,58.8075,79.0157,3.67494e-05
63.4516,-4.64367,58.8079,78.9699,4.40745e-05
63.4284,-4.62009,58.8083,78.941,4.98465e-05
63.4235,-4.61507,58.8084,78.9349,5.21501e-05
63.4389,-4.63062,58.8083,78.9541,5.02361e-05
63.4732,-4.66522,58.808,78.9968,4.49302e-05
63.5218,-4.71425,58.8075,79.0572,3.72519e-05
63.5784,-4.77129,58.8071,79.1277,2.97484e-05
63.6365,-4.82982,58.8067,79.2001,2.33575e-05
63.6908,-4.88434,58.8065,79.2676,1.91683e-05
63.7374,-4.93109,58.8063,79.3256,1.69321e-05
63.7743,-4.96798,58.8063,79.3715,1.63112e-05
63.8006,-4.99426,58.8063,79.4042,1.66384e-05
63.8164,-5.01001,58.8064,79.4239,1.73956e-05
63.8221,-5.01571,58.8064,79.431,1.82454e-05
63.8184,-5.01199,58.8065,79.4265,1.90581e-05
63.806,-4.99952,58.8065,79.411,1.99e-05
63.7856,-4.97902,58.8066,79.3856,2.10694e-05
63.7582,-4.95156,58.8067,79.3515,2.26295e-05
63.7255,-4.91869,58.8068,79.3108,2.527e-05
63.6899,-4.88287,58.8071,79.2665,2.92805e-05
63.6549,-4.84755,58.8074,79.2229,3.42506e-05
63.6248,-4.81712,58.8077,79.1855,3.97577e-05
63.6044,-4.79639,58.808,79.16,4.49703e-05
63.5981,-4.78991,58.8082,79.1523,4.87294e-05
63.6092,-4.80094,58.8083,79.1661,5.0345e-05
63.639,-4.83075,58.8082,79.2031,4.92935e-05
63.6864,-4.87833,58.808,79.2621,4.59805e-05
63.7485,-4.94073,58.8078,79.3394,4.15636e-05
63.8214,-5.01387,58.8075,79.4301,3.69526e-05
63.9008,-5.09352,58.8073,79.529,3.31111e-05
63.9832,-5.17603,58.8071,79.6315,3.05173e-05
64.0659,-5.25884,58.8071,79.7344,2.91679e-05
64.1475,-5.34049,58.807,79.836,2.89109e-05
64.2276,-5.42053,58.8071,79.9357,2.93975e-05
64.3063,-5.49917,58.8071,80.0336,3.04045e-05
64.3842,-5.57704,58.8072,80.1306,3.1423e-05
64.4621,-5.65489,58.8072,80.2276,3.23633e-05
64.5407,-5.7334,58.8073,80.3253,3.30037e-05
64.6204,-5.81308,58.8073,80.4245,3.31819e-05
64.7014,-5.89411,58.8073,80.5253,3.29161e-05
64.7836,-5.97638,58.8072,80.6277,3.21907e-05
64.8666,-6.05942,58.8072,80.7309,3.10227e-05
64.9495,-6.14242,58.8071,80.8341,2.94662e-05
65.0312,-6.22428,58.807,80.9359,2.76242e-05
65.1105,-6.30368,58.8068,81.0345,2.55958e-05
65.1859,-6.37922,58.8067,81.1284,2.36951e-05
65.2562,-6.44959,58.8066,81.2159,2.23119e-05
65.3205,-6.51387,58.8066,81.2959,2.17446e-05
65.3784,-6.57178,58.8066,81.368,2.2321e-05
65.4307,-6.62397,58.8068,81.4331,2.41188e-05
65.4791,-6.67213,58.8069,81.4932,2.69835e-05
65.5259,-6.7188,58.8071,81.5515,3.02899e-05
65.574,-6.76677,58.8073,81.6114,3.27013e-05
65.6255,-6.8182,58.8073,81.6754,3.2947e-05
65.6806,-6.87353,58.8071,81.7441,2.98093e-05
65.7372,-6.9305,58.8067,81.8145,2.29739e-05
65.7901,-6.98399,58.8061,81.8803,1.31349e-05
65.832,-7.02655,58.8054,81.9325,1.88017e-06
65.8548,-7.04992,58.8049,81.9608,-7.95978e-06
65.8518,-7.04729,58.8046,81.9572,-1.32555e-05
65.8207,-7.01597,58.8047,81.9184,-1.0522e-05
65.7655,-6.95999,58.8055,81.8497,2.05481e-06
65.6982,-6.89149,58.8067,81.7659,2.29618e-05
65.6373,-6.82923,58.8081,81.6901,4.64174e-05
65.6025,-6.79344,58.809,81.6468,6.31296e-05
65.6074,-6.79826,58.8092,81.653,6.55445e-05
65.654,-6.84557,58.8085,81.711,5.31335e-05
65.7318,-6.92457,58.8072,81.8078,3.22979e-05
65.8231,-7.01708,58.806,81.9214,1.17646e-05
65.9098,-7.10457,58.8052,82.0293,-2.44506e-06
65.9782,-7.17338,58.8048,82.1144,-8.54063e-06
66.0214,-7.21658,58.8048,82.1682,-8.52982e-06
66.0378,-7.23273,58.8051,82.1886,-4.79925e-06
66.0291,-7.22371,58.8054,82.1777,3.24372e-07
65.9985,-7.19287,58.8056,82.1397,5.27202e-06
65.9495,-7.14366,58.8059,82.0788,9.26574e-06
65.8851,-7.07903,58.806,81.9985,1.20515e-05
65.8074,-7.00125,58.8062,81.9019,1.43886e-05
65.7185,-6.91219,58.8063,81.7912,1.65513e-05
65.6202,-6.81371,58.8065,81.6688,1.91704e-05
65.5149,-6.70824,58.8067,81.5379,2.30114e-05
65.4063,-6.59934,58.807,81.4027,2.84853e-05
65.2994,-6.49201,58.8074,81.2697,3.56819e-05
65.2006,-6.39267,58.8079,81.1466,4.36777e-05
65.1167,-6.3084,58.8084,81.0423,5.12432e-05
65.0543,-6.24563,58.8086,80.9645,5.61986e-05
65.0174,-6.20865,58.8087,80.9186,5.73807e-05
65.007,-6.19848,58.8086,80.9058,5.48034e-05
65.021,-6.21274,58.8082,80.9231,4.93521e-05
65.0544,-6.2465,58.8079,80.9647,4.2957e-05
65.1013,-6.2938,58.8075,81.0231,3.68756e-05
65.1562,-6.34897,58.8072,81.0914,3.23567e-05
65.2148,-6.4077,58.8071,81.1643,2.95979e-05
65.2742,-6.46724,58.807,81.2383,2.82516e-05
65.3332,-6.52619,58.807,81.3116,2.7832e-05
65.3909,-6.58399,58.8069,81.3835,2.74035e-05
65.4471,-6.64021,58.8069,81.4534,2.61114e-05
65.5007,-6.69395,58.8067,81.5201,2.33681e-05
65.5497,-6.74328,58.8064,81.5811,1.84765e-05
65.5907,-6.78467,58.806,81.6321,1.09931e-05
65.6181,-6.81274,58.8054,81.6663,8.34637e-07
65.625,-6.8203,58.8047,81.6748,-1.10357e-05
65.6032,-6.79917,58.804,81.6477,-2.20101e-05
65.5462,-6.74244,58.8037,81.5767,-2.73133e-05
65.4526,-6.64846,58.8041,81.4603,-2.02306e-05
65.3319,-6.52627,58.8056,81.31,4.55331e-06
65.2074,-6.39944,58.808,81.1551,4.47824e-05
65.1138,-6.30344,58.8103,81.0386,8.5121e-05
65.0841,-6.27276,58.8114,81.0017,0.00010279
65.1331,-6.32277,58.8104,81.0627,8.54236e-05
65.2476,-6.43981,58.8078,81.2052,4.21954e-05
65.3938,-6.58868,58.8051,81.3871,-3.26264e-06
65.5349,-6.73142,58.8035,81.5627,-3.17067e-05
65.6466,-6.84342,58.8031,81.7017,-3.72949e-05
65.7227,-6.91882,58.8039,81.7964,-2.49616e-05
65.7721,-6.96698,58.8051,81.8579,-4.02783e-06
65.8108,-7.00463,58.8062,81.9061,1.49072e-05
65.8538,-7.04712,58.8067,81.9597,2.34684e-05
65.9077,-7.10141,58.8063,82.0267,1.69799e-05
65.9673,-7.16222,58.8051,82.1009,-4.29987e-06
66.0156,-7.21239,58.8032,82.1609,-3.66713e-05
66.0276,-7.22655,58.801,82.1759,-7.36595e-05
65.9767,-7.17748,58.7992,82.1125,-0.000104895
65.8441,-7.04556,58.7986,81.9476,-0.000115086
65.6327,-6.83234,58.8003,81.6844,-8.50773e-05
65.3805,-6.57563,58.8049,81.3706,-7.25917e-06
65.163,-6.35249,58.8106,81.0999,8.86737e-05
65.0643,-6.2508,58.8135,80.977,0.000138204
65.1259,-6.31472,58.8112,81.0537,9.9499e-05
65.3166,-6.51107,58.8056,81.2911,4.02952e-06
65.5554,-6.75475,58.8006,81.5882,-8.00451e-05
65.7642,-6.96555,58.7987,81.8481,-0.000113243
65.9039,-7.1043,58.7996,82.0219,-9.81535e-05
65.976,-7.174,58.802,82.1117,-5.69238e-05
66.0071,-7.20254,58.8046,82.1505,-1.23317e-05
66.0294,-7.22296,58.8065,82.1782,1.94443e-05
66.066,-7.25886,58.8072,82.2237,3.09251e-05
66.1242,-7.31739,58.8068,82.2961,2.44512e-05
66.1966,-7.39081,58.8058,82.3863,8.49806e-06
66.2681,-7.46326,58.8049,82.4753,-8.02293e-06
66.3225,-7.51832,58.8041,82.5429,-2.04554e-05
66.347,-7.54328,58.8037,82.5734,-2.83105e-05
66.3332,-7.5299,58.8033,82.5563,-3.43206e-05
66.2756,-7.47267,58.8029,82.4845,-4.14241e-05
66.1744,-7.37226,58.8021,82.3586,-5.42755e-05
66.0226,-7.22131,58.8013,82.1697,-6.89066e-05
65.8064,-7.00595,58.8005,81.9006,-8.30235e-05
65.522,-6.7216,58.8004,81.5466,-8.47274e-05
65.1793,-6.37724,58.802,81.1201,-5.60442e-05
64.8158,-6.00965,58.8062,80.6678,1.38684e-05
64.5009,-5.68944,58.8115,80.2759,0.000104763
64.3151,-5.50038,58.8148,80.0446,0.000160144
64.3046,-5.49127,58.8133,80.0315,0.000135346
64.4479,-5.63968,58.8082,80.2099,4.92913e-05
64.6703,-5.86717,58.8031,80.4866,-3.76451e-05
64.89,-6.08963,58.8004,80.7601,-8.44446e-05
65.0543,-6.25421,58.8001,80.9645,-8.97227e-05
65.1454,-6.34419,58.8012,81.0779,-7.0981e-05
65.1687,-6.36604,58.8027,81.107,-4.50006e-05
65.1396,-6.3355,58.8041,81.0708,-2.06159e-05
65.0744,-6.26913,58.8053,80.9896,-1.2607e-06
64.9868,-6.18074,58.8061,80.8806,1.2832e-05
64.8873,-6.08065,58.8067,80.7567,2.25714e-05
64.7831,-5.97605,58.8071,80.6271,2.92728e-05
64.6791,-5.87181,58.8073,80.4976,3.3416e-05
64.5785,-5.77106,58.8075,80.3724,3.60688e-05
64.4833,-5.67575,58.8076,80.2539,3.76803e-05
64.3947,-5.58708,58.8076,80.1436,3.86757e-05
64.3134,-5.50571,58.8076,80.0424,3.92262e-05
64.2396,-5.43199,58.8077,79.9507,3.94242e-05
64.1737,-5.36604,58.8077,79.8686,3.94446e-05
64.1155,-5.30785,58.8077,79.7962,3.93583e-05
64.065,-5.25735,58.8076,79.7333,3.92811e-05
64.0221,-5.21442,58.8076,79.6799,3.9245e-05
63.9881,-5.18044,58.8077,79.6376,3.95285e-05
63.9631,-5.15544,58.8077,79.6065,3.94455e-05
63.9455,-5.13784,58.8076,79.5846,3.9248e-05
63.9352,-5.12757,58.8076,79.5718,3.91475e-05
63.9322,-5.12457,58.8076,79.5681,3.90817e-05
63.9365,-5.12882,58.8076,79.5733,3.91231e-05
63.948,-5.14035,58.8076,79.5877,3.92072e-05
63.9669,-5.1592,58.8076,79.6112,3.92686e-05
63.9931,-5.18549,58.8077,79.6439,3.93768e-05
64.027,-5.21934,58.8077,79.686,3.95324e-05
64.0686,-5.26095,58.8077,79.7378,3.9735e-05
64.1182,-5.31054,58.8077,79.7996,4.00499e-05
64.1761,-5.36838,58.8077,79.8716,4.02678e-05
64.2425,-5.43478,58.8077,79.9542,4.05838e-05
64.3178,-5.51008,58.8078,80.048,4.10507e-05
64.4024,-5.59467,58.8078,80.1533,4.13034e-05
64.4967,-5.68889,58.8078,80.2706,4.1644e-05
64.6009,-5.79309,58.8078,80.4003,4.18786e-05
64.7154,-5.90755,58.8078,80.5427,4.19204e-05
64.8402,-6.03242,58.8078,80.6981,4.15706e-05
64.9753,-6.16758,58.8077,80.8663,4.07721e-05
65.1202,-6.31256,58.8076,81.0466,3.9109e-05
65.2737,-6.46626,58.8075,81.2377,3.62471e-05
65.4339,-6.62666,58.8072,81.437,3.16932e-05
65.5972,-6.79042,58.8068,81.6402,2.45691e-05
65.7584,-6.95226,58.8062,81.8409,1.41033e-05
65.9097,-7.10436,58.8053,82.0291,-6.99769e-07
66.0399,-7.23576,58.8041,82.1912,-2.04358e-05
66.1349,-7.33211,58.8027,82.3094,-4.41178e-05
66.1782,-7.37687,58.8013,82.3633,-6.85017e-05
66.1551,-7.35472,58.8003,82.3345,-8.49579e-05
66.0597,-7.25907,58.8006,82.2158,-8.07038e-05
65.9053,-7.1026,58.8027,82.0238,-4.42026e-05
65.7323,-6.9257,58.8066,81.8084,2.09691e-05
65.6019,-6.79147,58.8104,81.6461,8.63171e-05
65.5723,-6.76043,58.8119,81.6093,0.000111682
65.6673,-6.85716,58.8101,81.7274,8.08517e-05
65.863,-7.05671,58.8063,81.9711,1.64989e-05
66.1051,-7.30238,58.8027,82.2723,-4.52151e-05
66.3368,-7.53628,58.8005,82.5608,-8.16718e-05
66.5204,-7.72028,58.8001,82.7893,-8.83821e-05
66.6429,-7.84175,58.8012,82.9417,-7.11085e-05
66.7128,-7.90974,58.803,83.0286,-3.94138e-05
66.7518,-7.94679,58.805,83.0773,-5.15348e-06
66.7851,-7.97855,58.8065,83.1186,2.02559e-05
66.831,-8.02395,58.8071,83.1759,2.98943e-05
66.8959,-8.08909,58.8068,83.2565,2.4555e-05
66.9736,-8.16762,58.806,83.3533,1.06685e-05
67.051,-8.24594,58.8051,83.4496,-4.48981e-06
67.1137,-8.30931,58.8043,83.5276,-1.68002e-05
67.1493,-8.34557,58.8038,83.572,-2.6446e-05
67.1488,-8.34552,58.8033,83.5713,-3.49382e-05
67.1046,-8.30187,58.8028,83.5164,-4.38307e-05
67.0108,-8.20847,58.8023,83.3995,-5.15722e-05
66.8642,-8.06192,58.8022,83.2171,-5.26179e-05
66.6694,-7.8663,58.8031,82.9747,-3.83053e-05
66.4451,-7.63989,58.8052,82.6955,-2.35661e-06
66.2277,-7.41941,58.8083,82.4249,5.01819e-05
66.0652,-7.25412,58.8111,82.2227,9.73241e-05
65.9985,-7.18654,58.8119,82.1396,0.000111864
66.0398,-7.22954,58.8103,82.1912,8.4474e-05
66.166,-7.35866,58.8073,82.3481,3.32561e-05
66.3316,-7.52708,58.8045,82.5543,-1.36375e-05
66.4924,-7.68942,58.803,82.7544,-3.98489e-05
66.6194,-7.81676,58.8027,82.9125,-4.52729e-05
66.7014,-7.89834,58.8031,83.0146,-3.7821e-05
66.7393,-7.9355,58.8038,83.0617,-2.53591e-05
66.7396,-7.93505,58.8046,83.0621,-1.31083e-05
66.71,-7.9049,58.8051,83.0253,-3.34812e-06
66.6628,-7.85735,58.8055,82.9665,2.18541e-06
66.6026,-7.79688,58.8058,82.8916,7.23521e-06
66.5274,-7.72139,58.806,82.798,1.16201e-05
66.4404,-7.63414,58.8063,82.6897,1.62926e-05
66.3455,-7.53883,58.8066,82.5715,2.2206e-05
66.2473,-7.44025,58.8071,82.4494,2.94708e-05
66.1517,-7.34418,58.8075,82.3303,3.63103e-05
66.0639,-7.25621,58.8077,82.2211,4.05087e-05
65.9875,-7.17982,58.8076,82.126,3.91651e-05
65.9214,-7.11421,58.8072,82.0437,3.09234e-05
65.8596,-7.05324,58.8063,81.9668,1.66888e-05
65.7916,-6.98624,58.8053,81.8822,-1.85283e-07
65.7054,-6.90093,58.8045,81.7749,-1.46761e-05
65.5918,-6.7877,58.8041,81.6335,-2.09093e-05
65.4491,-6.64462,58.8045,81.456,-1.40313e-05
65.287,-6.4812,58.8058,81.2541,7.31816e-06
65.1267,-6.31914,58.8076,81.0547,3.79951e-05
64.9965,-6.18726,58.8092,80.8926,6.58953e-05
64.9208,-6.11091,58.8099,80.7984,7.75357e-05
64.9097,-6.10044,58.8093,80.7847,6.74329e-05
64.9544,-6.1466,58.8078,80.8402,4.18034e-05
65.0321,-6.22589,58.8062,80.9369,1.42078e-05
65.1168,-6.31174,58.805,81.0423,-5.37815e-06
65.1882,-6.38366,58.8045,81.1312,-1.35441e-05
65.2354,-6.4308,58.8046,81.19,-1.23191e-05
65.2557,-6.45073,58.805,81.2153,-5.55022e-06
65.2519,-6.4464,58.8055,81.2105,3.12493e-06
65.2292,-6.42313,58.806,81.1822,1.1597e-05
65.1932,-6.38675,58.8065,81.1374,1.90173e-05
65.1493,-6.34247,58.8068,81.0828,2.49304e-05
65.1016,-6.29457,58.8071,81.0235,2.9334e-05
65.0536,-6.2463,58.8073,80.9636,3.25867e-05
65.0074,-6.20003,58.8074,80.9062,3.50203e-05
64.9649,-6.15746,58.8075,80.8534,3.66056e-05
64.9273,-6.1197,58.8076,80.8065,3.76829e-05
64.8951,-6.08754,58.8076,80.7665,3.8346e-05
64.8691,-6.06148,58.8076,80.7341,3.88547e-05
64.8495,-6.04188,58.8076,80.7097,3.9232e-05
64.8366,-6.02898,58.8077,80.6937,3.95427e-05
64.8307,-6.02303,58.8077,80.6863,3.98307e-05
64.8319,-6.02424,58.8077,80.6878,4.01238e-05
64.8406,-6.03285,58.8077,80.6986,4.04365e-05
64.8569,-6.04912,58.8077,80.7188,4.07739e-05
64.8811,-6.07332,58.8078,80.749,4.11984e-05
64.9136,-6.10578,58.8078,80.7894,4.14928e-05
64.9546,-6.14682,58.8078,80.8405,4.19039e-05
65.0046,-6.19675,58.8078,80.9027,4.23246e-05
65.0637,-6.25588,58.8078,80.9763,4.24264e-05
65.1322,-6.32441,58.8078,81.0616,4.23277e-05
65.2102,-6.4024,58.8078,81.1586,4.20426e-05
65.2974,-6.48969,58.8078,81.2672,4.11932e-05
65.3934,-6.58573,58.8077,81.3866,3.96695e-05
65.497,-6.68944,58.8075,81.5155,3.72001e-05
65.6062,-6.79894,58.8073,81.6515,3.29901e-05
65.7181,-6.91118,58.8069,81.7907,2.67949e-05
65.828,-7.02162,58.8064,81.9275,1.75012e-05
65.9292,-7.12362,58.8056,82.0535,4.88069e-06
66.0127,-7.20813,58.8046,82.1574,-1.22696e-05
66.0665,-7.26321,58.8033,82.2244,-3.41552e-05
66.0757,-7.27401,58.8017,82.2358,-6.12224e-05
66.0229,-7.22305,58.7998,82.17,-9.39248e-05
65.8883,-7.09069,58.7976,82.0025,-0.000132089
65.6516,-6.85641,58.7952,81.7079,-0.000172741
65.2972,-6.50351,58.7937,81.2669,-0.0001981
64.8329,-6.03693,58.796,80.6891,-0.000158885
64.3301,-5.52445,58.8056,80.0633,5.30191e-06
63.9568,-5.13669,58.8201,79.5986,0.000250765
63.92,-5.09379,58.8262,79.5528,0.000354365
64.2974,-5.48184,58.8156,80.0226,0.000174541
64.9447,-6.14574,58.7989,80.8281,-0.000108751
65.6181,-6.82849,58.7896,81.6662,-0.000267667
66.1503,-7.36099,58.7893,82.3287,-0.000272043
66.4981,-7.70454,58.7936,82.7615,-0.000199694
66.6942,-7.8957,58.7985,83.0056,-0.000115536
66.7935,-7.99102,58.8025,83.1292,-4.79534e-05
66.8447,-8.03954,58.8051,83.1928,-3.28845e-06
66.881,-8.07445,58.8065,83.238,2.06158e-05
66.9203,-8.1133,58.807,83.287,2.8745e-05
66.9682,-8.16135,58.8069,83.3466,2.64253e-05
67.022,-8.2156,58.8064,83.4135,1.837e-05
67.0743,-8.2685,58.8058,83.4786,7.63585e-06
67.1157,-8.31059,58.8051,83.5301,-4.05394e-06
67.1364,-8.33196,58.8044,83.5558,-1.58379e-05
67.127,-8.32324,58.8038,83.5442,-2.61175e-05
67.0803,-8.27684,58.8034,83.486,-3.23947e-05
66.9928,-8.18923,58.8036,83.3772,-3.00199e-05
66.8692,-8.06469,58.8045,83.2234,-1.39022e-05
66.7255,-7.91913,58.8064,83.0445,1.76862e-05
66.5898,-7.78107,58.8087,82.8756,5.78129e-05
66.496,-7.68536,58.8107,82.7589,9.04274e-05
66.4708,-7.65965,58.8111,82.7275,9.8828e-05
66.5207,-7.71078,58.81,82.7897,7.8609e-05
66.6292,-7.82138,58.8078,82.9246,4.19373e-05
66.7655,-7.95977,58.8058,83.0943,7.27249e-06
66.8993,-8.09484,58.8045,83.2609,-1.4185e-05
67.0099,-8.20583,58.8041,83.3985,-2.12566e-05
67.0883,-8.284,58.8043,83.496,-1.8313e-05
67.1341,-8.32943,58.8047,83.5531,-1.04704e-05
67.1519,-8.34664,58.8052,83.5751,-2.12883e-06
67.147,-8.34138,58.8057,83.5691,5.42855e-06
67.125,-8.31905,58.806,83.5418,1.13156e-05
67.0905,-8.2842,58.8063,83.4988,1.63547e-05
67.0473,-8.24078,58.8066,83.4451,2.09334e-05
66.9994,-8.19254,58.8068,83.3853,2.54196e-05
66.9505,-8.14336,58.8071,83.3245,3.0307e-05
66.9049,-8.09746,58.8074,83.2677,3.53141e-05
66.8668,-8.05916,58.8077,83.2204,3.99637e-05
66.8404,-8.03249,58.8079,83.1875,4.35985e-05
66.8286,-8.0206,58.808,83.1728,4.56141e-05
66.8333,-8.02523,58.808,83.1786,4.5758e-05
66.8544,-8.04646,58.8079,83.2049,4.3903e-05
66.8905,-8.08274,58.8077,83.2498,4.06714e-05
66.9388,-8.1313,58.8075,83.3099,3.65546e-05
66.9958,-8.1886,58.8072,83.3809,3.19365e-05
67.0577,-8.25075,58.8069,83.4579,2.69627e-05
67.1203,-8.31371,58.8066,83.5359,2.16313e-05
67.1793,-8.37311,58.8062,83.6093,1.49196e-05
67.2294,-8.4237,58.8057,83.6716,5.50119e-06
67.2633,-8.45839,58.8049,83.7138,-8.01911e-06
67.2707,-8.46706,58.8037,83.7231,-2.85573e-05
67.2367,-8.43479,58.8019,83.6808,-5.79685e-05
67.1403,-8.34065,58.7996,83.5607,-9.73222e-05
66.9548,-8.15781,58.797,83.3298,-0.000142466
66.6537,-7.85875,58.7949,82.9551,-0.000177112
66.2265,-7.43097,58.7956,82.4235,-0.000166426
65.7075,-6.90637,58.8012,81.7776,-7.06694e-05
65.2009,-6.38974,58.8112,81.1471,9.9765e-05
64.86,-6.04085,58.8191,80.7227,0.000234176
64.796,-5.97835,58.8176,80.6431,0.000209294
64.9898,-6.1814,58.8084,80.8843,5.14567e-05
65.3096,-6.51028,58.7994,81.2824,-0.000101557
65.6137,-6.81824,58.7954,81.6608,-0.000168399
65.8219,-7.02595,58.7959,81.9199,-0.000159642
65.9197,-7.12113,58.7986,82.0416,-0.00011513
65.9294,-7.12786,58.8016,82.0538,-6.37773e-05
65.8854,-7.08118,58.8042,81.9989,-1.97877e-05
65.8191,-7.01314,58.806,81.9164,1.08797e-05
65.7533,-6.94638,58.8069,81.8345,2.68579e-05
65.6992,-6.8921,58.8071,81.7672,3.06399e-05
65.6583,-6.85143,58.8069,81.7163,2.64249e-05
65.6255,-6.819,58.8065,81.6755,1.97237e-05
65.5935,-6.78731,58.8062,81.6356,1.43522e-05
65.556,-6.74999,58.806,81.589,1.20586e-05
65.5095,-6.70342,58.8061,81.5311,1.26346e-05
65.453,-6.64677,58.8063,81.4608,1.5587e-05
65.3878,-6.58133,58.8065,81.3797,1.95748e-05
65.3163,-6.50958,58.8067,81.2907,2.38121e-05
65.2414,-6.43443,58.807,81.1974,2.78305e-05
65.1659,-6.35872,58.8072,81.1035,3.13018e-05
65.0923,-6.28498,58.8073,81.0119,3.41531e-05
65.0228,-6.2153,58.8075,80.9253,3.63508e-05
64.9589,-6.15134,58.8076,80.8459,3.81145e-05
64.9021,-6.09441,58.8077,80.7751,3.96091e-05
64.8532,-6.0455,58.8077,80.7143,4.05868e-05
64.8131,-6.00538,58.8078,80.6644,4.1261e-05
64.7824,-5.97461,58.8078,80.6262,4.1825e-05
64.7615,-5.95364,58.8078,80.6001,4.23169e-05
64.7507,-5.94282,58.8078,80.5867,4.25468e-05
64.7502,-5.94239,58.8078,80.5862,4.2705e-05
64.7604,-5.95253,58.8078,80.5988,4.25404e-05
64.7811,-5.97324,58.8078,80.6245,4.22283e-05
64.8121,-6.00435,58.8078,80.6632,4.13983e-05
64.853,-6.04535,58.8077,80.7141,3.99856e-05
64.9027,-6.09519,58.8075,80.7759,3.74301e-05
