K,V,E,T,Eerr
64.3473,-5.54003,58.8073,80.0847,3.26361e-05
64.3845,-5.57731,58.8072,80.131,3.22751e-05
64.4245,-5.61743,58.8071,80.1808,3.01491e-05
64.4658,-5.65892,58.8069,80.2321,2.58041e-05
64.5051,-5.69864,58.8064,80.281,1.85908e-05
64.5371,-5.73134,58.8058,80.3209,7.83309e-06
64.5542,-5.74929,58.8049,80.3422,-6.67874e-06
64.546,-5.74215,58.8039,80.332,-2.44398e-05
64.5009,-5.69802,58.8029,80.2758,-4.21638e-05
64.4088,-5.60657,58.8023,80.1612,-5.22242e-05
64.2684,-5.46563,58.8028,79.9865,-4.30752e-05
64.0957,-5.29063,58.8051,79.7715,-4.71225e-06
63.9305,-5.12172,58.8088,79.5659,5.82704e-05
63.83,-5.01787,58.8121,79.4408,0.000115249
63.843,-5.03034,58.8127,79.457,0.000124471
63.9779,-5.16847,58.8094,79.6249,6.98996e-05
64.1911,-5.3871,58.804,79.8903,-2.26394e-05
64.4064,-5.60776,58.7987,80.1582,-0.000113542
64.547,-5.75227,58.7948,80.3332,-0.000179899
64.5577,-5.76488,58.7928,80.3465,-0.000213035
64.4164,-5.62283,58.7936,80.1707,-0.000200016
64.147,-5.34862,58.7983,79.8353,-0.00011903
63.8324,-5.02545,58.807,79.4439,2.80156e-05
63.6042,-4.78885,58.8154,79.1599,0.000170731
63.5801,-4.7629,58.8172,79.1298,0.000201915
63.7845,-4.97317,58.8113,79.3842,0.000102104
64.1347,-5.33139,58.8034,79.8201,-3.37853e-05
64.5095,-5.71101,58.7985,80.2866,-0.000115946
64.8222,-6.02446,58.7977,80.6757,-0.000129579
65.0414,-6.24215,58.7993,80.9485,-0.00010318
65.1739,-6.37244,58.8015,81.1135,-6.55813e-05
65.2413,-6.43788,58.8035,81.1974,-3.17944e-05
65.2662,-6.46125,58.805,81.2283,-6.31067e-06
65.2665,-6.46055,58.806,81.2287,1.087e-05
65.2814,-6.47564,58.8058,81.2473,8.11939e-06
65.3133,-6.5078,58.8055,81.2869,2.07891e-06
65.3285,-6.52406,58.8045,81.3059,-1.45264e-05
65.3151,-6.51231,58.8028,81.2892,-4.31944e-05
65.2524,-6.45206,58.8004,81.2111,-8.47315e-05
65.1125,-6.31505,58.7975,81.037,-0.000133717
64.867,-6.07169,58.7954,80.7315,-0.000169806
64.5064,-5.70995,58.7964,80.2826,-0.000151649
64.0731,-5.26987,58.8032,79.7434,-3.63877e-05
63.6874,-4.87318,58.8142,79.2634,0.000151441
63.5137,-4.69233,58.8214,79.0472,0.000272979
63.6504,-4.83288,58.8175,79.2173,0.000207245
64.0449,-5.23828,58.8066,79.7083,2.15391e-05
64.5402,-5.74234,58.7979,80.3247,-0.000127218
64.9928,-6.19775,58.7951,80.888,-0.000174922
65.335,-6.53857,58.7964,81.3139,-0.000151751
65.5628,-6.76359,58.7992,81.5974,-0.000104232
65.7012,-6.89928,58.8019,81.7696,-5.90123e-05
65.7796,-6.9757,58.8039,81.8672,-2.48545e-05
65.8222,-7.01694,58.8052,81.9202,-1.98855e-06
65.8456,-7.0396,58.806,81.9495,1.20752e-05
65.8605,-7.05402,58.8065,81.968,1.98858e-05
65.8727,-7.066,58.8067,81.9832,2.36823e-05
65.8851,-7.07828,58.8068,81.9985,2.4492e-05
65.8983,-7.09156,58.8067,82.015,2.37365e-05
65.9281,-7.12183,58.8062,82.052,1.50292e-05
65.9715,-7.16537,58.8061,82.1061,1.3169e-05
66.0096,-7.20354,58.8061,82.1535,1.21724e-05
66.0419,-7.2358,58.8061,82.1937,1.28157e-05
66.0692,-7.26294,58.8062,82.2277,1.53109e-05
66.094,-7.28749,58.8065,82.2585,1.98572e-05
66.1206,-7.31377,58.8069,82.2917,2.61114e-05
66.1546,-7.34736,58.8072,82.334,3.20945e-05
66.201,-7.39361,58.8074,82.3918,3.54893e-05
66.263,-7.45566,58.8073,82.4689,3.38042e-05
66.3393,-7.53247,58.8069,82.5639,2.59608e-05
66.424,-7.61794,58.8061,82.6693,1.23945e-05
66.5064,-7.70133,58.805,82.7718,-5.08752e-06
66.5729,-7.76896,58.8039,82.8546,-2.36111e-05
66.6094,-7.80643,58.8029,82.8999,-4.10653e-05
66.6029,-7.80078,58.8021,82.8919,-5.54557e-05
66.5439,-7.74239,58.8015,82.8185,-6.45404e-05
66.4285,-7.62699,58.8015,82.6748,-6.56004e-05
66.2601,-7.45802,58.8021,82.4653,-5.53816e-05
66.0528,-7.24931,58.8035,82.2073,-3.12398e-05
65.8326,-7.02691,58.8057,81.9332,6.10507e-06
65.6358,-6.82764,58.8082,81.6883,4.84719e-05
65.5013,-6.69127,58.8101,81.5209,8.03693e-05
65.4574,-6.64696,58.8104,81.4663,8.68418e-05
65.5097,-6.70051,58.8092,81.5313,6.54656e-05
65.6395,-6.83241,58.8071,81.6929,2.9261e-05
65.8137,-7.00864,58.8051,81.9097,-4.25822e-06
65.9998,-7.19588,58.8039,82.1413,-2.42325e-05
66.1749,-7.37133,58.8035,82.3592,-3.06779e-05
66.3276,-7.52393,58.8037,82.5493,-2.85473e-05
66.4546,-7.65063,58.804,82.7074,-2.31706e-05
66.5565,-7.75215,58.8043,82.8341,-1.75732e-05
66.6361,-7.83165,58.8045,82.9333,-1.44501e-05
66.6952,-7.89047,58.8048,83.0068,-9.61003e-06
66.7343,-7.92929,58.8051,83.0555,-4.76478e-06
66.7562,-7.95081,58.8054,83.0827,4.00235e-07
66.7638,-7.95819,58.8057,83.0922,5.46061e-06
66.7608,-7.95484,58.8059,83.0884,1.04089e-05
66.7504,-7.9442,58.8062,83.0755,1.47574e-05
66.7369,-7.93045,58.8065,83.0587,1.93563e-05
66.7232,-7.91659,58.8066,83.0417,2.18708e-05
66.7104,-7.9037,58.8067,83.0257,2.33044e-05
66.6997,-7.89299,58.8067,83.0124,2.3926e-05
66.6916,-7.88492,58.8067,83.0023,2.32683e-05
66.6857,-7.87906,58.8066,82.9949,2.13583e-05
66.6805,-7.87412,58.8064,82.9885,1.8272e-05
66.6741,-7.86798,58.8062,82.9806,1.40745e-05
66.6637,-7.85779,58.8059,82.9676,9.4164e-06
66.6461,-7.84043,58.8056,82.9456,4.75417e-06
66.6186,-7.81313,58.8054,82.9114,1.58515e-06
66.5801,-7.77468,58.8054,82.8636,1.81599e-06
66.5328,-7.72704,58.8058,82.8047,7.5841e-06
66.4834,-7.67694,58.8065,82.7432,1.98197e-05
66.444,-7.63644,58.8075,82.6941,3.70088e-05
66.43,-7.6215,58.8085,82.6767,5.403e-05
66.4567,-7.64757,58.8091,82.7099,6.42544e-05
66.5329,-7.72392,58.809,82.8049,6.27839e-05
66.6575,-7.84928,58.8082,82.9599,4.88895e-05
66.8187,-8.01175,58.807,83.1605,2.7981e-05
66.9986,-8.19292,58.8057,83.3844,6.32609e-06
67.1782,-8.37349,58.8047,83.6079,-1.1087e-05
67.3414,-8.53742,58.804,83.811,-2.31597e-05
67.4836,-8.68004,58.8036,83.988,-3.01608e-05
67.5975,-8.79422,58.8033,84.1298,-3.4943e-05
67.6718,-8.86872,58.8031,84.2222,-3.83432e-05
67.7036,-8.90065,58.803,84.2618,-4.0573e-05
67.6916,-8.88861,58.803,84.2468,-4.04919e-05
67.6367,-8.83346,58.8032,84.1785,-3.64018e-05
67.5437,-8.73992,58.8038,84.0629,-2.57191e-05
67.4233,-8.61839,58.8049,83.9129,-7.62843e-06
67.2921,-8.48576,58.8063,83.7497,1.69578e-05
67.1722,-8.36426,58.8079,83.6004,4.35829e-05
67.0866,-8.27744,58.8092,83.4939,6.51486e-05
67.054,-8.24427,58.8098,83.4534,7.51963e-05
67.0834,-8.27386,58.8096,83.49,7.19442e-05
67.1725,-8.36377,58.8088,83.6009,5.83854e-05
67.3101,-8.50241,58.8077,83.7721,4.0203e-05
67.4803,-8.67362,58.8066,83.9838,2.19721e-05
67.6664,-8.86072,58.8057,84.2155,6.30008e-06
67.854,-9.04895,58.805,84.4489,-5.52201e-06
68.0312,-9.22667,58.8045,84.6696,-1.34554e-05
68.19,-9.38568,58.8043,84.8672,-1.73055e-05
68.3255,-9.52122,58.8043,85.0358,-1.80864e-05
68.4356,-9.63133,58.8043,85.1729,-1.72348e-05
68.5202,-9.71578,58.8044,85.2781,-1.63027e-05
68.5791,-9.77478,58.8043,85.3514,-1.6992e-05
68.6117,-9.80756,58.8041,85.392,-2.08615e-05
68.615,-9.81136,58.8037,85.3961,-2.85732e-05
68.5839,-9.78092,58.803,85.3574,-3.98416e-05
68.5114,-9.70912,58.8023,85.2672,-5.20688e-05
68.3913,-9.58947,58.8019,85.1177,-5.92557e-05
68.2235,-9.42128,58.8022,84.9089,-5.28923e-05
68.0206,-9.21675,58.8038,84.6563,-2.59421e-05
67.8123,-9.00596,58.8064,84.3971,1.76217e-05
67.6406,-8.83206,58.8086,84.1834,5.49725e-05
67.5397,-8.73115,58.8085,84.0578,5.40741e-05
67.5114,-8.70603,58.8054,84.0227,1.23237e-06
67.5161,-8.7156,58.8005,84.0285,-8.23032e-05
67.4893,-8.69306,58.7963,83.9951,-0.000154476
67.3766,-8.58171,58.7949,83.8549,-0.00017747
67.1587,-8.35877,58.7999,83.5836,-9.26292e-05
66.8874,-8.08206,58.8053,83.246,8.07428e-08
66.6618,-7.85078,58.8111,82.9653,9.73911e-05
66.5623,-7.74915,58.8131,82.8414,0.000132541
66.6164,-7.80591,58.8105,82.9087,8.78291e-05
66.7856,-7.97975,58.8059,83.1193,9.05077e-06
66.9984,-8.19609,58.8023,83.3842,-5.12992e-05
67.1928,-8.39198,58.8008,83.6261,-7.64184e-05
67.3347,-8.5338,58.8009,83.8027,-7.5431e-05
67.4139,-8.6122,58.8017,83.9013,-6.13657e-05
67.4347,-8.63182,58.8029,83.9272,-4.16845e-05
67.4087,-8.60446,58.8042,83.8948,-1.90811e-05
67.3514,-8.54584,58.8056,83.8235,3.98642e-06
67.2801,-8.47329,58.8068,83.7348,2.52585e-05
67.211,-8.40323,58.8078,83.6488,4.20515e-05
67.1569,-8.34852,58.8084,83.5814,5.20494e-05
67.1249,-8.31637,58.8086,83.5416,5.48031e-05
67.1164,-8.30797,58.8084,83.531,5.20346e-05
67.1278,-8.31972,58.808,83.5451,4.61199e-05
67.1532,-8.34548,58.8077,83.5768,3.98651e-05
67.1861,-8.37873,58.8073,83.6177,3.42347e-05
67.2207,-8.41367,58.8071,83.6609,2.92988e-05
67.252,-8.44531,58.8067,83.6998,2.37579e-05
67.2748,-8.46855,58.8062,83.7281,1.54755e-05
67.2853,-8.4799,58.8054,83.7412,1.49103e-06
67.2735,-8.46922,58.8042,83.7265,-1.86462e-05
67.2216,-8.41897,58.8026,83.6619,-4.64053e-05
67.1111,-8.31039,58.8007,83.5244,-7.8696e-05
66.9232,-8.12402,58.7992,83.2906,-0.000104293
66.6496,-7.85016,58.7994,82.95,-0.000100705
66.3107,-7.50786,58.8028,82.5282,-4.2752e-05
65.9725,-7.16327,58.8092,82.1074,6.63342e-05
65.7365,-6.92158,58.815,81.8137,0.000163588
65.6861,-6.87116,58.815,81.7509,0.000163714
65.8229,-7.01419,58.8087,81.9212,5.77349e-05
66.0611,-7.25996,58.8011,82.2176,-7.20772e-05
66.2882,-7.49146,58.7967,82.5003,-0.000146166
66.4306,-7.63381,58.7968,82.6775,-0.000145448
66.4754,-7.67545,58.8,82.7332,-9.14995e-05
66.4571,-7.65278,58.8043,82.7104,-1.75717e-05
66.4296,-7.62176,58.8078,82.6762,4.2659e-05
66.4379,-7.62868,58.8092,82.6865,6.58443e-05
66.4984,-7.6901,58.8083,82.7618,5.0302e-05
66.5969,-7.79071,58.8062,82.8844,1.44107e-05
66.702,-7.89784,58.8042,83.0153,-1.94562e-05
66.7206,-7.91094,58.8097,83.0384,7.38433e-05
66.6638,-7.8543,58.8095,82.9677,7.00527e-05
66.6154,-7.80641,58.809,82.9075,6.29072e-05
66.5706,-7.76194,58.8087,82.8517,5.63571e-05
66.5246,-7.71611,58.8085,82.7945,5.36515e-05
66.4761,-7.66747,58.8087,82.7341,5.65693e-05
66.4281,-7.61906,58.8091,82.6744,6.36866e-05
66.387,-7.57741,58.8096,82.6232,7.21769e-05
66.3598,-7.54985,58.8099,82.5893,7.79993e-05
66.3513,-7.54127,58.81,82.5787,7.93439e-05
66.362,-7.55222,58.8098,82.5921,7.5669e-05
66.3883,-7.57888,58.8094,82.6248,6.96031e-05
66.424,-7.61492,58.8091,82.6692,6.3317e-05
66.4625,-7.65373,58.8088,82.7172,5.88691e-05
66.4988,-7.69015,58.8087,82.7624,5.7032e-05
66.5298,-7.72113,58.8087,82.801,5.72558e-05
66.5542,-7.74545,58.8088,82.8313,5.86037e-05
66.572,-7.76308,58.8089,82.8534,6.02897e-05
66.5836,-7.77461,58.809,82.8679,6.21451e-05
66.5899,-7.78083,58.8091,82.8758,6.38573e-05
66.5917,-7.78257,58.8092,82.878,6.52693e-05
66.5899,-7.78064,58.8092,82.8757,6.64025e-05
66.5851,-7.77578,58.8093,82.8697,6.74489e-05
66.5781,-7.76872,58.8094,82.861,6.83254e-05
66.5694,-7.76006,58.8094,82.8503,6.87967e-05
66.5595,-7.75013,58.8094,82.8379,6.86115e-05
66.5481,-7.7388,58.8093,82.8237,6.74942e-05
66.5344,-7.72524,58.8091,82.8067,6.48041e-05
66.5164,-7.70755,58.8089,82.7843,6.01489e-05
66.4908,-7.68239,58.8085,82.7525,5.29571e-05
66.4525,-7.64461,58.8078,82.7047,4.26317e-05
66.394,-7.58695,58.8071,82.632,2.95981e-05
66.3065,-7.50033,58.8062,82.5231,1.47363e-05
66.1805,-7.37508,58.8054,82.3662,1.50666e-06
66.0093,-7.20417,58.8052,82.1532,-2.8558e-06
65.7951,-6.98917,58.806,81.8866,1.05509e-05
65.5558,-6.74761,58.8082,81.5887,4.83289e-05
65.3288,-6.51733,58.8115,81.3062,0.000104118
65.164,-6.34962,58.8143,81.1011,0.000153235
65.1029,-6.28784,58.8151,81.0251,0.000165506
65.1559,-6.34278,58.8131,81.091,0.000132487
65.2955,-6.48573,58.8098,81.2648,7.55953e-05
65.4727,-6.66589,58.8068,81.4853,2.54698e-05
65.6411,-6.83587,58.8052,81.6949,-2.28508e-06
65.7712,-6.96633,58.8048,81.8568,-8.5805e-06
65.8516,-7.04638,58.8052,81.9568,-2.74096e-06
65.8823,-7.07663,58.8057,81.9951,6.32029e-06
65.8679,-7.0618,58.8061,81.9771,1.25494e-05
65.8118,-7.00568,58.8061,81.9073,1.33255e-05
65.7146,-6.90878,58.8058,81.7863,7.97472e-06
65.5731,-6.76784,58.8053,81.6103,-1.31044e-06
65.3824,-6.57766,58.8047,81.3729,-1.03799e-05
65.1398,-6.33512,58.8047,81.071,-1.0648e-05
64.8522,-6.04638,58.8058,80.7131,8.48672e-06
64.5437,-5.73527,58.8085,80.3291,5.3111e-05
64.2589,-5.44692,58.812,79.9747,0.000113701
64.0526,-5.23784,58.8148,79.7179,0.000160879
63.9654,-5.15041,58.815,79.6094,0.000164542
64.0004,-5.18785,58.8125,79.6529,0.000122486
64.1223,-5.31329,58.809,79.8046,6.25016e-05
64.2771,-5.47083,58.8063,79.9973,1.58841e-05
64.4175,-5.61249,58.8051,80.1721,-4.80699e-06
64.5179,-5.71277,58.8051,80.297,-3.61418e-06
64.5715,-5.76565,58.8059,80.3637,9.16176e-06
64.5834,-5.77663,58.8068,80.3786,2.52462e-05
64.5634,-5.75567,58.8077,80.3536,4.02791e-05
64.5214,-5.713,58.8084,80.3014,5.24032e-05
64.4661,-5.6572,58.8089,80.2326,6.13751e-05
64.4041,-5.5948,58.8093,80.1554,6.77856e-05
64.3401,-5.53049,58.8096,80.0757,7.22408e-05
64.2772,-5.46751,58.8097,79.9975,7.48861e-05
64.2178,-5.40793,58.8099,79.9235,7.67712e-05
64.1631,-5.35314,58.8099,79.8554,7.79495e-05
64.1139,-5.30397,58.81,79.7942,7.86518e-05
64.0709,-5.26088,58.81,79.7406,7.91743e-05
64.0341,-5.22415,58.81,79.6949,7.92864e-05
64.0039,-5.19386,58.81,79.6572,7.92651e-05
63.98,-5.17004,58.81,79.6276,7.92294e-05
63.9626,-5.15264,58.81,79.6059,7.90069e-05
63.9516,-5.1416,58.81,79.5921,7.88239e-05
63.9468,-5.13682,58.81,79.5862,7.85579e-05
63.9482,-5.13823,58.8099,79.5879,7.83532e-05
63.9557,-5.14573,58.8099,79.5972,7.82132e-05
63.9692,-5.15926,58.8099,79.6141,7.81385e-05
63.9887,-5.17875,58.8099,79.6383,7.79226e-05
64.014,-5.20412,58.8099,79.6699,7.77625e-05
64.0452,-5.23532,58.8099,79.7087,7.75802e-05
64.0821,-5.27225,58.8099,79.7546,7.73606e-05
64.1247,-5.31481,58.8099,79.8076,7.72196e-05
64.1727,-5.36287,58.8099,79.8674,7.67892e-05
64.226,-5.41622,58.8098,79.9338,7.62367e-05
64.2843,-5.47456,58.8098,80.0063,7.56502e-05
64.3472,-5.53748,58.8097,80.0846,7.47642e-05
64.414,-5.60438,58.8097,80.1677,7.35713e-05
64.484,-5.67442,58.8096,80.2548,7.2046e-05
64.5559,-5.74645,58.8094,80.3443,6.9946e-05
64.6282,-5.81896,58.8093,80.4343,6.71604e-05
64.699,-5.88992,58.8091,80.5224,6.37994e-05
64.7657,-5.95681,58.8088,80.6053,5.9625e-05
64.8251,-6.01655,58.8086,80.6793,5.49368e-05
64.8739,-6.06563,58.8083,80.74,4.97187e-05
64.9084,-6.10041,58.808,80.783,4.48366e-05
64.9255,-6.11769,58.8078,80.8042,4.14715e-05
64.9234,-6.11566,58.8077,80.8016,4.06943e-05
64.9028,-6.0949,58.8079,80.776,4.34152e-05
64.8674,-6.05916,58.8083,80.732,4.97806e-05
64.8238,-6.01512,58.8087,80.6777,5.68538e-05
64.7791,-5.97023,58.8089,80.6221,6.02173e-05
64.7374,-5.92888,58.8086,80.5702,5.47118e-05
64.696,-5.88838,58.8076,80.5186,3.82745e-05
64.6436,-5.83745,58.8062,80.4534,1.39771e-05
64.5641,-5.75932,58.8048,80.3545,-8.89967e-06
64.4437,-5.63946,58.8042,80.2046,-1.86131e-05
64.2804,-5.47538,58.805,80.0014,-5.44292e-06
64.0914,-5.28421,58.8072,79.7662,3.15254e-05
63.9126,-5.10254,58.8101,79.5436,8.02063e-05
63.7878,-4.97542,58.8123,79.3883,0.000119032
63.7504,-4.9375,58.8129,79.3418,0.000128896
63.8087,-4.99702,58.8116,79.4143,0.000107173
63.9429,-5.13358,58.8093,79.5814,6.77813e-05
64.1166,-5.30961,58.807,79.7976,2.8902e-05
64.2917,-5.48622,58.8055,80.0154,2.23063e-06
64.4389,-5.63409,58.8048,80.1987,-9.22607e-06
64.542,-5.73711,58.8049,80.3269,-8.16302e-06
64.5961,-5.79067,58.8054,80.3943,7.85571e-07
64.6041,-5.79795,58.8061,80.4042,1.33618e-05
64.5731,-5.76622,58.8069,80.3657,2.64647e-05
64.5117,-5.70407,58.8076,80.2892,3.82395e-05
64.428,-5.6198,58.8082,80.1851,4.81527e-05
64.3292,-5.52056,58.8086,80.0621,5.60733e-05
64.2211,-5.41215,58.809,79.9277,6.21147e-05
64.1083,-5.29904,58.8093,79.7872,6.65805e-05
63.994,-5.18452,58.8094,79.6449,6.97926e-05
63.8805,-5.07096,58.8096,79.5037,7.21098e-05
63.7697,-4.96002,58.8097,79.3658,7.3638e-05
63.6625,-4.85279,58.8097,79.2324,7.44322e-05
63.5597,-4.74995,58.8098,79.1044,7.51155e-05
63.4617,-4.6519,58.8098,78.9824,7.53904e-05
63.3686,-4.55883,58.8098,78.8666,7.56107e-05
63.2806,-4.4708,58.8098,78.7571,7.55645e-05
63.1975,-4.38775,58.8098,78.6537,7.55669e-05
63.1193,-4.30956,58.8098,78.5564,7.5513e-05
63.0459,-4.23609,58.8098,78.4649,7.53583e-05
62.9769,-4.16716,58.8098,78.3791,7.51844e-05
62.9123,-4.10258,58.8097,78.2987,7.49354e-05
62.8519,-4.04216,58.8097,78.2235,7.47546e-05
62.7954,-3.98571,58.8097,78.1533,7.45792e-05
62.7428,-3.93305,58.8097,78.0877,7.44123e-05
62.6937,-3.88403,58.8097,78.0267,7.41878e-05
62.6482,-3.83847,58.8097,77.97,7.40431e-05
62.6059,-3.79622,58.8097,77.9174,7.39103e-05
62.5669,-3.75718,58.8097,77.8688,7.37855e-05
62.5309,-3.72121,58.8097,77.824,7.37443e-05
62.4978,-3.68819,58.8097,77.7829,7.3578e-05
62.4677,-3.65799,58.8097,77.7453,7.35579e-05
62.4402,-3.63054,58.8097,77.7112,7.35475e-05
62.4154,-3.60575,58.8097,77.6803,7.34774e-05
62.3932,-3.58353,58.8097,77.6526,7.3483e-05
62.3735,-3.56383,58.8097,77.6281,7.33597e-05
62.3562,-3.54657,58.8096,77.6066,7.33109e-05
62.3413,-3.53169,58.8096,77.5881,7.32e-05
62.3288,-3.51914,58.8096,77.5725,7.30944e-05
62.3185,-3.50889,58.8096,77.5597,7.29257e-05
62.3105,-3.50087,58.8096,77.5497,7.26946e-05
62.3047,-3.49505,58.8096,77.5424,7.26047e-05
62.301,-3.49139,58.8096,77.5379,7.25878e-05
62.2995,-3.48986,58.8096,77.536,7.25777e-05
62.3001,-3.49046,58.8096,77.5367,7.25068e-05
62.3027,-3.49314,58.8096,77.5401,7.26483e-05
62.3075,-3.49791,58.8096,77.546,7.26634e-05
62.3144,-3.50477,58.8096,77.5545,7.24868e-05
62.3233,-3.51371,58.8096,77.5657,7.2527e-05
62.3344,-3.52476,58.8096,77.5794,7.2514e-05
62.3476,-3.53795,58.8096,77.5958,7.26544e-05
62.3629,-3.55331,58.8096,77.615,7.28138e-05
62.3805,-3.57092,58.8096,77.6369,7.29248e-05
62.4005,-3.59085,58.8096,77.6617,7.30559e-05
62.4228,-3.6132,58.8096,77.6895,7.31383e-05
62.4477,-3.63808,58.8096,77.7205,7.33046e-05
62.4753,-3.66562,58.8097,77.7548,7.34796e-05
62.5056,-3.69594,58.8097,77.7926,7.36524e-05
62.5389,-3.72922,58.8097,77.834,7.36007e-05
62.5752,-3.76555,58.8097,77.8792,7.37721e-05
62.6147,-3.80505,58.8097,77.9284,7.37833e-05
62.6574,-3.84776,58.8097,77.9815,7.35013e-05
62.7032,-3.89359,58.8096,78.0385,7.29647e-05
62.7518,-3.94227,58.8096,78.099,7.20991e-05
62.8027,-3.99326,58.8095,78.1624,7.06286e-05
62.8549,-4.04552,58.8094,78.2272,6.83931e-05
62.9065,-4.09739,58.8091,78.2915,6.47766e-05
62.955,-4.1462,58.8088,78.3519,5.93707e-05
62.9963,-4.18793,58.8084,78.4032,5.13826e-05
63.0244,-4.21674,58.8077,78.4383,4.03022e-05
63.0315,-4.2246,58.8069,78.447,2.57728e-05
63.0072,-4.20134,58.8058,78.4168,8.55183e-06
62.9405,-4.13568,58.8049,78.3339,-8.13166e-06
62.8228,-4.01846,58.8043,78.1873,-1.7115e-05
62.6538,-3.84895,58.8049,77.977,-7.61591e-06
62.4508,-3.64373,58.8071,77.7244,3.00556e-05
62.2542,-3.44342,58.8107,77.4796,9.1698e-05
62.1212,-3.30706,58.8142,77.3142,0.00015037
62.1033,-3.28804,58.8153,77.2919,0.000169111
62.2163,-3.40309,58.8132,77.4325,0.000134406
62.4306,-3.62117,58.8095,77.6992,7.0162e-05
62.6895,-3.88332,58.8061,78.0214,1.35139e-05
62.9385,-4.13405,58.8044,78.3313,-1.57789e-05
63.144,-4.33978,58.8042,78.587,-1.96996e-05
63.2941,-4.48933,58.8048,78.7739,-9.16214e-06
63.3913,-4.58566,58.8057,78.8949,5.8056e-06
63.4438,-4.63735,58.8065,78.9602,1.94191e-05
63.4604,-4.65335,58.8071,78.9809,2.92956e-05
63.448,-4.64058,58.8074,78.9654,3.51576e-05
63.411,-4.60345,58.8076,78.9194,3.80458e-05
63.3521,-4.54446,58.8077,78.8461,3.93415e-05
63.2732,-4.46544,58.8078,78.7479,4.10626e-05
63.177,-4.36902,58.808,78.6282,4.53913e-05
63.0689,-4.26037,58.8085,78.4936,5.38518e-05
62.9578,-4.14851,58.8093,78.3553,6.68983e-05
62.8565,-4.04636,58.8102,78.2293,8.25022e-05
62.7796,-3.96865,58.811,78.1336,9.60067e-05
62.7392,-3.92787,58.8114,78.0833,0.000102483
62.7411,-3.92989,58.8112,78.0856,9.90224e-05
62.782,-3.9716,58.8104,78.1366,8.69369e-05
62.8516,-4.04205,58.8095,78.2231,7.12974e-05
62.9352,-4.12656,58.8087,78.3273,5.69217e-05
63.0193,-4.21123,58.8081,78.4319,4.72178e-05
63.0937,-4.2859,58.8078,78.5245,4.27328e-05
63.1529,-4.34505,58.8078,78.5981,4.24368e-05
63.1949,-4.38696,58.808,78.6505,4.46707e-05
63.2205,-4.41232,58.8082,78.6823,4.8251e-05
63.2317,-4.42328,58.8084,78.6962,5.20471e-05
63.231,-4.42241,58.8086,78.6954,5.55165e-05
63.221,-4.41218,58.8088,78.6829,5.8516e-05
63.2037,-4.39475,58.8089,78.6613,6.09035e-05
63.1809,-4.37188,58.809,78.633,6.2843e-05
63.1542,-4.34502,58.8091,78.5997,6.46713e-05
63.1246,-4.31538,58.8092,78.563,6.63082e-05
63.0934,-4.28404,58.8093,78.5241,6.77077e-05
63.0614,-4.25198,58.8094,78.4842,6.90463e-05
63.0296,-4.22013,58.8095,78.4447,7.03104e-05
62.9989,-4.18941,58.8095,78.4065,7.13029e-05
62.9702,-4.16059,58.8096,78.3707,7.22733e-05
62.9439,-4.13433,58.8096,78.3381,7.27192e-05
62.9206,-4.11102,58.8096,78.3091,7.29105e-05
62.9004,-4.0908,58.8096,78.2839,7.26907e-05
62.8831,-4.07348,58.8096,78.2623,7.20293e-05
62.8681,-4.05863,58.8095,78.2438,7.10864e-05
62.855,-4.04559,58.8095,78.2274,6.99871e-05
62.843,-4.0336,58.8094,78.2124,6.89327e-05
62.8312,-4.02192,58.8093,78.1978,6.78363e-05
62.8191,-4.00987,58.8093,78.1828,6.69193e-05
62.8061,-3.99689,58.8092,78.1666,6.63622e-05
62.7919,-3.98265,58.8092,78.1488,6.61763e-05
62.7782,-3.969,58.8092,78.1319,6.62286e-05
62.7652,-3.95599,58.8092,78.1157,6.63016e-05
62.751,-3.94171,58.8092,78.0979,6.64477e-05
62.7356,-3.92636,58.8093,78.0788,6.68283e-05
62.7195,-3.91024,58.8093,78.0588,6.72704e-05
62.703,-3.89365,58.8093,78.0382,6.76745e-05
62.6863,-3.87692,58.8093,78.0174,6.82214e-05
62.6698,-3.8604,58.8094,77.9969,6.85538e-05
62.6538,-3.84438,58.8094,77.977,6.89361e-05
62.6385,-3.82912,58.8094,77.958,6.9293e-05
62.6243,-3.81487,58.8094,77.9403,6.9623e-05
62.6113,-3.80186,58.8094,77.9241,6.99267e-05
62.5998,-3.79029,58.8095,77.9097,7.02747e-05
62.5898,-3.78036,58.8095,77.8974,7.0398e-05
62.5817,-3.77221,58.8095,77.8873,7.06418e-05
62.5755,-3.76601,58.8095,77.8796,7.09435e-05
62.5714,-3.7619,58.8095,77.8745,7.11047e-05
62.5695,-3.76001,58.8095,77.8721,7.14024e-05
62.5701,-3.7605,58.8095,77.8728,7.15714e-05
62.5731,-3.76352,58.8096,77.8765,7.17535e-05
62.5788,-3.76922,58.8096,77.8836,7.20233e-05
62.5874,-3.77778,58.8096,77.8943,7.21854e-05
62.599,-3.7894,58.8096,77.9088,7.23807e-05
62.6139,-3.8043,58.8096,77.9273,7.26869e-05
62.6324,-3.82273,58.8096,77.9503,7.30434e-05
62.6546,-3.84498,58.8097,77.978,7.35251e-05
62.6811,-3.8714,58.8097,78.011,7.40705e-05
62.7121,-3.90238,58.8097,78.0496,7.46836e-05
62.7481,-3.93836,58.8098,78.0944,7.51593e-05
